स्थिति,सूत्र
महात्मानस् तु,-
महात्मानरुँ तु,[[ससजुषो रुः (8.2.66)]]
महात्मानर् तु,[[तस्य लोपः (1.3.9)]]
महात्मानः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
महात्मानस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु माम्,-
माम् पार्थ,-
मां पार्थ,[[मोऽनुस्वारः (8.3.23)]]
पार्थ दैवीम्,-
दैवीम् प्रकृतिम्,-
दैवीं प्रकृतिम्,[[मोऽनुस्वारः (8.3.23)]]
प्रकृतिम् आश्रितास्,-
आश्रितास्,-
आश्रितारुँ,[[ससजुषो रुः (8.2.66)]]
आश्रितार्,[[तस्य लोपः (1.3.9)]]
आश्रिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भजन्ति अनन्यमनसस्,-
भजन्त्यनन्यमनसस्,[[इको यणचि (6.1.77)]]
भजन्त्यनन्यमनसस् ज्ञात्वा,-
भजन्त्यनन्यमनसरुँ ज्ञात्वा,[[ससजुषो रुः (8.2.66)]]
भजन्त्यनन्यमनसर् ज्ञात्वा,[[तस्य लोपः (1.3.9)]]
भजन्त्यनन्यमनस उ ज्ञात्वा,[[हशि च (6.1.114)]]
भजन्त्यनन्यमनसो ज्ञात्वा,[[आद्गुणः (6.1.87)]]
ज्ञात्वा भूतादिम्,-
भूतादिम् अव्ययम्,-
अव्ययम्,-
