स्थिति,सूत्र
न हि,-
हि देहभृता,-
देहभृता शक्यम्,-
शक्यम् त्यक्तुम्,-
शक्यं त्यक्तुम्,[[मोऽनुस्वारः (8.3.23)]]
त्यक्तुम् कर्माणि,-
त्यक्तुं कर्माणि,[[मोऽनुस्वारः (8.3.23)]]
कर्माणि अशेषतस्,-
कर्माण्यशेषतस्,[[इको यणचि (6.1.77)]]
कर्माण्यशेषतस्,-
कर्माण्यशेषतरुँ,[[ससजुषो रुः (8.2.66)]]
कर्माण्यशेषतर्,[[तस्य लोपः (1.3.9)]]
कर्माण्यशेषतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यस् तु,-
यरुँ तु,[[ससजुषो रुः (8.2.66)]]
यर् तु,[[तस्य लोपः (1.3.9)]]
यः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु कर्मफलत्यागी,-
कर्मफलत्यागी सस्,-
सस् त्यागी,-
स त्यागी,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
त्यागी इति,-
त्यागीति,[[अकः सवर्णे दीर्घः (6.1.101)]]
त्यागीति अभिधीयते,-
त्यागीत्यभिधीयते,[[इको यणचि (6.1.77)]]
त्यागीत्यभिधीयते,-
