स्थिति,सूत्र
मत् अनुग्रहाय,-
मद् अनुग्रहाय,[[झलां जशोऽन्ते (8.2.39)]]
अनुग्रहाय परमम्,-
परमम् गुह्यम्,-
परमं गुह्यम्,[[मोऽनुस्वारः (8.3.23)]]
गुह्यम् अध्यात्मसंज्ञितम्,-
अध्यात्मसंज्ञितम्,-
यत् त्वया,-
यद् त्वया,[[झलां जशोऽन्ते (8.2.39)]]
यत् त्वया,[[खरि च (8.4.55)]]
त्वया उक्तम्,-
त्वयोक्तम्,[[आद्गुणः (6.1.87)]]
त्वयोक्तम् वचस्,-
त्वयोक्तं वचस्,[[मोऽनुस्वारः (8.3.23)]]
वचस् तेन,-
वचरुँ तेन,[[ससजुषो रुः (8.2.66)]]
वचर् तेन,[[तस्य लोपः (1.3.9)]]
वचः तेन,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वचस् तेन,[[विसर्जनीयस्य सः (8.3.34)]]
तेन मोहस्,-
मोहस् अयम्,-
मोहरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
मोहर् अयम्,[[तस्य लोपः (1.3.9)]]
मोह उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
मोहो अयम्,[[आद्गुणः (6.1.87)]]
मोहोऽयम्,[[एङः पदान्तादति (6.1.109)]]
मोहोऽयम् विगतस्,-
मोहोऽयं विगतस्,[[मोऽनुस्वारः (8.3.23)]]
विगतस् मम,-
विगतरुँ मम,[[ससजुषो रुः (8.2.66)]]
विगतर् मम,[[तस्य लोपः (1.3.9)]]
विगत उ मम,[[हशि च (6.1.114)]]
विगतो मम,[[आद्गुणः (6.1.87)]]
मम,-
