स्थिति,सूत्र
यतस् प्रवृत्तिस्,-
यतरुँ प्रवृत्तिस्,[[ससजुषो रुः (8.2.66)]]
यतर् प्रवृत्तिस्,[[तस्य लोपः (1.3.9)]]
यतः प्रवृत्तिस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यतः प्रवृत्तिस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रवृत्तिस् भूतानाम्,-
प्रवृत्तिरुँ भूतानाम्,[[ससजुषो रुः (8.2.66)]]
प्रवृत्तिर् भूतानाम्,[[तस्य लोपः (1.3.9)]]
भूतानाम् येन,-
भूतानां येन,[[मोऽनुस्वारः (8.3.23)]]
येन सर्वम्,-
सर्वम् इदम्,-
इदम् ततम्,-
इदं ततम्,[[मोऽनुस्वारः (8.3.23)]]
ततम्,-
स्वकर्मणा तम्,-
तम् अभ्यर्च्य,-
अभ्यर्च्य सिद्धिम्,-
सिद्धिम् विन्दति,-
सिद्धिं विन्दति,[[मोऽनुस्वारः (8.3.23)]]
विन्दति मानवस्,-
मानवस्,-
मानवरुँ,[[ससजुषो रुः (8.2.66)]]
मानवर्,[[तस्य लोपः (1.3.9)]]
मानवः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
