स्थिति,सूत्र
ज्योतिषाम् अपि,-
अपि तत्,-
तत् ज्योतिस्,-
तद् ज्योतिस्,[[झलां जशोऽन्ते (8.2.39)]]
तज् ज्योतिस्,[[स्तोः श्चुना श्चुः (8.4.40)]]
ज्योतिस् तमसस्,-
ज्योतिरुँ तमसस्,[[ससजुषो रुः (8.2.66)]]
ज्योतिर् तमसस्,[[तस्य लोपः (1.3.9)]]
ज्योतिः तमसस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ज्योतिस् तमसस्,[[विसर्जनीयस्य सः (8.3.34)]]
तमसस् परम्,-
तमसरुँ परम्,[[ससजुषो रुः (8.2.66)]]
तमसर् परम्,[[तस्य लोपः (1.3.9)]]
तमसः परम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तमसः परम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परम् उच्यते,-
उच्यते,-
ज्ञानम् ज्ञेयम्,-
ज्ञानं ज्ञेयम्,[[मोऽनुस्वारः (8.3.23)]]
ज्ञेयम् ज्ञानगम्यम्,-
ज्ञेयं ज्ञानगम्यम्,[[मोऽनुस्वारः (8.3.23)]]
ज्ञानगम्यम् हृदि,-
ज्ञानगम्यं हृदि,[[मोऽनुस्वारः (8.3.23)]]
हृदि सर्वस्य,-
सर्वस्य विष्ठितम्,-
विष्ठितम्,-
