स्थिति,सूत्र
संन्यासम् कर्मणाम्,-
संन्यासं कर्मणाम्,[[मोऽनुस्वारः (8.3.23)]]
कर्मणाम् कृष्ण,-
कर्मणां कृष्ण,[[मोऽनुस्वारः (8.3.23)]]
कृष्ण पुनर्,-
पुनर् योगम्,-
योगम् च,-
योगं च,[[मोऽनुस्वारः (8.3.23)]]
च शंससि,-
शंससि,-
यत् श्रेयस्,-
यद् श्रेयस्,[[झलां जशोऽन्ते (8.2.39)]]
यज् श्रेयस्,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् श्रेयस्,[[खरि च (8.4.55)]]
यच्छ्रेयस्,[[शशछोऽटि (8.4.63)]]
यच्छ्रेयस् एतयोस्,-
यच्छ्रेयरुँ एतयोस्,[[ससजुषो रुः (8.2.66)]]
यच्छ्रेयर् एतयोस्,[[तस्य लोपः (1.3.9)]]
यच्छ्रेयय् एतयोस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
यच्छ्रेय एतयोस्,[[लोपः शाकल्यस्य (8.3.19)]]
एतयोस् एकम्,-
एतयोरुँ एकम्,[[ससजुषो रुः (8.2.66)]]
एतयोर् एकम्,[[तस्य लोपः (1.3.9)]]
एकम् तत्,-
एकं तत्,[[मोऽनुस्वारः (8.3.23)]]
तत् मे,-
तद् मे,[[झलां जशोऽन्ते (8.2.39)]]
तन् मे,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मे ब्रूहि,-
ब्रूहि सुनिश्चितम्,-
सुनिश्चितम्,-
