स्थिति,सूत्र
एताम् दृष्टिम्,-
एतां दृष्टिम्,[[मोऽनुस्वारः (8.3.23)]]
दृष्टिम् अवष्टभ्य,-
अवष्टभ्य नष्टात्मानस्,-
नष्टात्मानस् अल्पबुद्धयस्,-
नष्टात्मानरुँ अल्पबुद्धयस्,[[ससजुषो रुः (8.2.66)]]
नष्टात्मानर् अल्पबुद्धयस्,[[तस्य लोपः (1.3.9)]]
नष्टात्मान उ अल्पबुद्धयस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
नष्टात्मानो अल्पबुद्धयस्,[[आद्गुणः (6.1.87)]]
नष्टात्मानोऽल्पबुद्धयस्,[[एङः पदान्तादति (6.1.109)]]
नष्टात्मानोऽल्पबुद्धयस्,-
नष्टात्मानोऽल्पबुद्धयरुँ,[[ससजुषो रुः (8.2.66)]]
नष्टात्मानोऽल्पबुद्धयर्,[[तस्य लोपः (1.3.9)]]
नष्टात्मानोऽल्पबुद्धयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रभवन्ति उग्रकर्माणस्,-
प्रभवन्त्युग्रकर्माणस्,[[इको यणचि (6.1.77)]]
प्रभवन्त्युग्रकर्माणस् क्षयाय,-
प्रभवन्त्युग्रकर्माणरुँ क्षयाय,[[ससजुषो रुः (8.2.66)]]
प्रभवन्त्युग्रकर्माणर् क्षयाय,[[तस्य लोपः (1.3.9)]]
प्रभवन्त्युग्रकर्माणः क्षयाय,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रभवन्त्युग्रकर्माणः क्षयाय,[[शर्परे विसर्जनीयः (8.3.35)]]
क्षयाय जगतस्,-
जगतस् अहितास्,-
जगतरुँ अहितास्,[[ससजुषो रुः (8.2.66)]]
जगतर् अहितास्,[[तस्य लोपः (1.3.9)]]
जगत उ अहितास्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
जगतो अहितास्,[[आद्गुणः (6.1.87)]]
जगतोऽहितास्,[[एङः पदान्तादति (6.1.109)]]
जगतोऽहितास्,-
जगतोऽहितारुँ,[[ससजुषो रुः (8.2.66)]]
जगतोऽहितार्,[[तस्य लोपः (1.3.9)]]
जगतोऽहिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
