स्थिति,सूत्र
भव अपि,-
भवापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
भवापि अयौ,-
भवाप्ययौ,[[इको यणचि (6.1.77)]]
भवाप्ययौ हि,-
हि भूतानाम्,-
भूतानाम् श्रुतौ,-
भूतानां श्रुतौ,[[मोऽनुस्वारः (8.3.23)]]
श्रुतौ विस्तरशस्,-
विस्तरशस् मया,-
विस्तरशरुँ मया,[[ससजुषो रुः (8.2.66)]]
विस्तरशर् मया,[[तस्य लोपः (1.3.9)]]
विस्तरश उ मया,[[हशि च (6.1.114)]]
विस्तरशो मया,[[आद्गुणः (6.1.87)]]
मया,-
त्वत्तस् कमलपत्राक्ष,-
त्वत्तरुँ कमलपत्राक्ष,[[ससजुषो रुः (8.2.66)]]
त्वत्तर् कमलपत्राक्ष,[[तस्य लोपः (1.3.9)]]
त्वत्तः कमलपत्राक्ष,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्वत्तः कमलपत्राक्ष,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कमलपत्राक्ष माहात्म्यम्,-
माहात्म्यम् अपि,-
अपि च,-
च अव्ययम्,-
चाव्ययम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाव्ययम्,-
