स्थिति,सूत्र
मुक्तसङ्गस् अनहंवादी,-
मुक्तसङ्गरुँ अनहंवादी,[[ससजुषो रुः (8.2.66)]]
मुक्तसङ्गर् अनहंवादी,[[तस्य लोपः (1.3.9)]]
मुक्तसङ्ग उ अनहंवादी,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
मुक्तसङ्गो अनहंवादी,[[आद्गुणः (6.1.87)]]
मुक्तसङ्गोऽनहंवादी,[[एङः पदान्तादति (6.1.109)]]
मुक्तसङ्गोऽनहंवादी धृत्युत्साहसमन्वितस्,-
धृत्युत्साहसमन्वितस्,-
धृत्युत्साहसमन्वितरुँ,[[ससजुषो रुः (8.2.66)]]
धृत्युत्साहसमन्वितर्,[[तस्य लोपः (1.3.9)]]
धृत्युत्साहसमन्वितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सिद्ध्यसिद्ध्योस् निर्विकारस्,-
सिद्ध्यसिद्ध्योरुँ निर्विकारस्,[[ससजुषो रुः (8.2.66)]]
सिद्ध्यसिद्ध्योर् निर्विकारस्,[[तस्य लोपः (1.3.9)]]
निर्विकारस् कर्ता,-
निर्विकाररुँ कर्ता,[[ससजुषो रुः (8.2.66)]]
निर्विकारर् कर्ता,[[तस्य लोपः (1.3.9)]]
निर्विकारः कर्ता,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निर्विकारः कर्ता,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्ता सात्त्विकस्,-
सात्त्विकस् उच्यते,-
सात्त्विकरुँ उच्यते,[[ससजुषो रुः (8.2.66)]]
सात्त्विकर् उच्यते,[[तस्य लोपः (1.3.9)]]
सात्त्विकय् उच्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
सात्त्विक उच्यते,[[लोपः शाकल्यस्य (8.3.19)]]
उच्यते,-
