स्थिति,सूत्र
यदा संहरते,-
संहरते च,-
च अयम्,-
चायम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चायम् कूर्मस्,-
चायं कूर्मस्,[[मोऽनुस्वारः (8.3.23)]]
कूर्मस् अङ्गानि,-
कूर्मरुँ अङ्गानि,[[ससजुषो रुः (8.2.66)]]
कूर्मर् अङ्गानि,[[तस्य लोपः (1.3.9)]]
कूर्म उ अङ्गानि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
कूर्मो अङ्गानि,[[आद्गुणः (6.1.87)]]
कूर्मोऽङ्गानि,[[एङः पदान्तादति (6.1.109)]]
कूर्मोऽङ्गानि इव,-
कूर्मोऽङ्गानीव,[[अकः सवर्णे दीर्घः (6.1.101)]]
कूर्मोऽङ्गानीव सर्वशस्,-
सर्वशस्,-
सर्वशरुँ,[[ससजुषो रुः (8.2.66)]]
सर्वशर्,[[तस्य लोपः (1.3.9)]]
सर्वशः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इन्द्रियाणि इन्द्रियार्थेभ्यस्,-
इन्द्रियाणीन्द्रियार्थेभ्यस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
इन्द्रियाणीन्द्रियार्थेभ्यस् तस्य,-
इन्द्रियाणीन्द्रियार्थेभ्यरुँ तस्य,[[ससजुषो रुः (8.2.66)]]
इन्द्रियाणीन्द्रियार्थेभ्यर् तस्य,[[तस्य लोपः (1.3.9)]]
इन्द्रियाणीन्द्रियार्थेभ्यः तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इन्द्रियाणीन्द्रियार्थेभ्यस् तस्य,[[विसर्जनीयस्य सः (8.3.34)]]
तस्य प्रज्ञा,-
प्रज्ञा प्रतिष्ठिता,-
प्रतिष्ठिता,-
