स्थिति,सूत्र
तानि सर्वाणि,-
सर्वाणि संयम्य,-
संयम्य युक्तस्,-
युक्तस् आसीत,-
युक्तरुँ आसीत,[[ससजुषो रुः (8.2.66)]]
युक्तर् आसीत,[[तस्य लोपः (1.3.9)]]
युक्तय् आसीत,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
युक्त आसीत,[[लोपः शाकल्यस्य (8.3.19)]]
आसीत मत्परस्,-
मत्परस्,-
मत्पररुँ,[[ससजुषो रुः (8.2.66)]]
मत्परर्,[[तस्य लोपः (1.3.9)]]
मत्परः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वशे हि,-
हि यस्य,-
यस्य इन्द्रियाणि,-
यस्येन्द्रियाणि,[[आद्गुणः (6.1.87)]]
यस्येन्द्रियाणि तस्य,-
तस्य प्रज्ञा,-
प्रज्ञा प्रतिष्ठिता,-
प्रतिष्ठिता,-
