स्थिति,सूत्र
उद्धरेत् आत्मना,-
उद्धरेद् आत्मना,[[झलां जशोऽन्ते (8.2.39)]]
आत्मना आत्मानम्,-
आत्मनात्मानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
आत्मनात्मानम् न,-
आत्मनात्मानं न,[[मोऽनुस्वारः (8.3.23)]]
न आत्मानम्,-
नात्मानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नात्मानम् अवसादयेत्,-
अवसादयेत्,-
अवसादयेद्,[[झलां जशोऽन्ते (8.2.39)]]
अवसादयेत्,[[वाऽवसाने (8.4.56)]]
आत्मा एव,-
आत्मैव,[[वृद्धिरेचि (6.1.88)]]
आत्मैव हि,-
हि आत्मनस्,-
ह्यात्मनस्,[[इको यणचि (6.1.77)]]
ह्यात्मनस् बन्धुस्,-
ह्यात्मनरुँ बन्धुस्,[[ससजुषो रुः (8.2.66)]]
ह्यात्मनर् बन्धुस्,[[तस्य लोपः (1.3.9)]]
ह्यात्मन उ बन्धुस्,[[हशि च (6.1.114)]]
ह्यात्मनो बन्धुस्,[[आद्गुणः (6.1.87)]]
बन्धुस् आत्मा,-
बन्धुरुँ आत्मा,[[ससजुषो रुः (8.2.66)]]
बन्धुर् आत्मा,[[तस्य लोपः (1.3.9)]]
आत्मा एव,-
आत्मैव,[[वृद्धिरेचि (6.1.88)]]
आत्मैव रिपुस्,-
रिपुस् आत्मनस्,-
रिपुरुँ आत्मनस्,[[ससजुषो रुः (8.2.66)]]
रिपुर् आत्मनस्,[[तस्य लोपः (1.3.9)]]
आत्मनस्,-
आत्मनरुँ,[[ससजुषो रुः (8.2.66)]]
आत्मनर्,[[तस्य लोपः (1.3.9)]]
आत्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
