स्थिति,सूत्र
कर्मणि एव,-
कर्मण्येव,[[इको यणचि (6.1.77)]]
कर्मण्येव अधिकारस्,-
कर्मण्येवाधिकारस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
कर्मण्येवाधिकारस् ते,-
कर्मण्येवाधिकाररुँ ते,[[ससजुषो रुः (8.2.66)]]
कर्मण्येवाधिकारर् ते,[[तस्य लोपः (1.3.9)]]
कर्मण्येवाधिकारः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कर्मण्येवाधिकारस् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते मा,-
मा फलेषु,-
फलेषु कदाचन,-
कदाचन,-
मा कर्मफलहेतुस्,-
कर्मफलहेतुस् भूस्,-
कर्मफलहेतुरुँ भूस्,[[ससजुषो रुः (8.2.66)]]
कर्मफलहेतुर् भूस्,[[तस्य लोपः (1.3.9)]]
भूस् मा,-
भूरुँ मा,[[ससजुषो रुः (8.2.66)]]
भूर् मा,[[तस्य लोपः (1.3.9)]]
मा ते,-
ते सङ्गस्,-
सङ्गस् अस्तु,-
सङ्गरुँ अस्तु,[[ससजुषो रुः (8.2.66)]]
सङ्गर् अस्तु,[[तस्य लोपः (1.3.9)]]
सङ्ग उ अस्तु,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
सङ्गो अस्तु,[[आद्गुणः (6.1.87)]]
सङ्गोऽस्तु,[[एङः पदान्तादति (6.1.109)]]
सङ्गोऽस्तु अकर्मणि,-
सङ्गोऽस्त्वकर्मणि,[[इको यणचि (6.1.77)]]
सङ्गोऽस्त्वकर्मणि,-
