स्थिति,सूत्र
महर्षयस् सप्त,-
महर्षयरुँ सप्त,[[ससजुषो रुः (8.2.66)]]
महर्षयर् सप्त,[[तस्य लोपः (1.3.9)]]
महर्षयः सप्त,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
महर्षयः सप्त,[[वा शरि (8.3.36)]]
सप्त पूर्वे,-
पूर्वे चत्वारस्,-
चत्वारस् मनवस्,-
चत्वाररुँ मनवस्,[[ससजुषो रुः (8.2.66)]]
चत्वारर् मनवस्,[[तस्य लोपः (1.3.9)]]
चत्वार उ मनवस्,[[हशि च (6.1.114)]]
चत्वारो मनवस्,[[आद्गुणः (6.1.87)]]
मनवस् तथा,-
मनवरुँ तथा,[[ससजुषो रुः (8.2.66)]]
मनवर् तथा,[[तस्य लोपः (1.3.9)]]
मनवः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनवस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा,-
मत् भावास्,-
मद् भावास्,[[झलां जशोऽन्ते (8.2.39)]]
भावास् मानसास्,-
भावारुँ मानसास्,[[ससजुषो रुः (8.2.66)]]
भावार् मानसास्,[[तस्य लोपः (1.3.9)]]
भावाय् मानसास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भावा मानसास्,[[हलि सर्वेषाम् (8.3.22)]]
मानसास् जातास्,-
मानसारुँ जातास्,[[ससजुषो रुः (8.2.66)]]
मानसार् जातास्,[[तस्य लोपः (1.3.9)]]
मानसाय् जातास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
मानसा जातास्,[[हलि सर्वेषाम् (8.3.22)]]
जातास् येषाम्,-
जातारुँ येषाम्,[[ससजुषो रुः (8.2.66)]]
जातार् येषाम्,[[तस्य लोपः (1.3.9)]]
जाताय् येषाम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
जाता येषाम्,[[हलि सर्वेषाम् (8.3.22)]]
येषाम् लोके,-
येषां लोके,[[मोऽनुस्वारः (8.3.23)]]
लोके इमास्,-
लोकय् इमास्,[[एचोऽयवायावः (6.1.78)]]
लोक इमास्,[[लोपः शाकल्यस्य (8.3.19)]]
इमास् प्रजास्,-
इमारुँ प्रजास्,[[ससजुषो रुः (8.2.66)]]
इमार् प्रजास्,[[तस्य लोपः (1.3.9)]]
इमाः प्रजास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इमाः प्रजास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रजास्,-
प्रजारुँ,[[ससजुषो रुः (8.2.66)]]
प्रजार्,[[तस्य लोपः (1.3.9)]]
प्रजाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
