स्थिति,सूत्र
अग्निस् ज्योतिस्,-
अग्निरुँ ज्योतिस्,[[ससजुषो रुः (8.2.66)]]
अग्निर् ज्योतिस्,[[तस्य लोपः (1.3.9)]]
ज्योतिस् अहर्,-
ज्योतिरुँ अहर्,[[ससजुषो रुः (8.2.66)]]
ज्योतिर् अहर्,[[तस्य लोपः (1.3.9)]]
अहर् शुक्लस्,-
अहः शुक्लस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अहः शुक्लस्,[[वा शरि (8.3.36)]]
शुक्लस् षण्मासास्,-
शुक्लरुँ षण्मासास्,[[ससजुषो रुः (8.2.66)]]
शुक्लर् षण्मासास्,[[तस्य लोपः (1.3.9)]]
शुक्लः षण्मासास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शुक्लः षण्मासास्,[[वा शरि (8.3.36)]]
षण्मासास् उत्तरायणम्,-
षण्मासारुँ उत्तरायणम्,[[ससजुषो रुः (8.2.66)]]
षण्मासार् उत्तरायणम्,[[तस्य लोपः (1.3.9)]]
षण्मासाय् उत्तरायणम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
षण्मासा उत्तरायणम्,[[लोपः शाकल्यस्य (8.3.19)]]
उत्तरायणम्,-
तत्र प्रयातास्,-
प्रयातास् गच्छन्ति,-
प्रयातारुँ गच्छन्ति,[[ससजुषो रुः (8.2.66)]]
प्रयातार् गच्छन्ति,[[तस्य लोपः (1.3.9)]]
प्रयाताय् गच्छन्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
प्रयाता गच्छन्ति,[[हलि सर्वेषाम् (8.3.22)]]
गच्छन्ति ब्रह्म,-
ब्रह्म ब्रह्मविदस्,-
ब्रह्मविदस् जनास्,-
ब्रह्मविदरुँ जनास्,[[ससजुषो रुः (8.2.66)]]
ब्रह्मविदर् जनास्,[[तस्य लोपः (1.3.9)]]
ब्रह्मविद उ जनास्,[[हशि च (6.1.114)]]
ब्रह्मविदो जनास्,[[आद्गुणः (6.1.87)]]
जनास्,-
जनारुँ,[[ससजुषो रुः (8.2.66)]]
जनार्,[[तस्य लोपः (1.3.9)]]
जनाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
