स्थिति,सूत्र
सुखम् आत्यन्तिकम्,-
आत्यन्तिकम् यत्,-
आत्यन्तिकं यत्,[[मोऽनुस्वारः (8.3.23)]]
यत् तत्,-
यद् तत्,[[झलां जशोऽन्ते (8.2.39)]]
यत् तत्,[[खरि च (8.4.55)]]
तत् बुद्धिग्राह्यम्,-
तद् बुद्धिग्राह्यम्,[[झलां जशोऽन्ते (8.2.39)]]
बुद्धिग्राह्यम् अतीन्द्रियम्,-
अतीन्द्रियम्,-
वेत्ति यत्र,-
यत्र न,-
न च,-
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव अयम्,-
चैवायम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चैवायम् स्थितस्,-
चैवायं स्थितस्,[[मोऽनुस्वारः (8.3.23)]]
स्थितस् चलति,-
स्थितरुँ चलति,[[ससजुषो रुः (8.2.66)]]
स्थितर् चलति,[[तस्य लोपः (1.3.9)]]
स्थितः चलति,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्थितस् चलति,[[विसर्जनीयस्य सः (8.3.34)]]
स्थितश् चलति,[[स्तोः श्चुना श्चुः (8.4.40)]]
चलति तत्त्वतस्,-
तत्त्वतस्,-
तत्त्वतरुँ,[[ससजुषो रुः (8.2.66)]]
तत्त्वतर्,[[तस्य लोपः (1.3.9)]]
तत्त्वतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
