स्थिति,सूत्र
सङ्कल्पप्रभवान् कामान्,-
कामान् त्यक्त्वा,-
कामांरुँ त्यक्त्वा,[[नश्छव्यप्रशान् (8.3.7)]]
कामांर् त्यक्त्वा,[[तस्य लोपः (1.3.9)]]
कामांः त्यक्त्वा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कामांस् त्यक्त्वा,[[विसर्जनीयस्य सः (8.3.34)]]
त्यक्त्वा सर्वान्,-
सर्वान् अशेषतस्,-
अशेषतस्,-
अशेषतरुँ,[[ससजुषो रुः (8.2.66)]]
अशेषतर्,[[तस्य लोपः (1.3.9)]]
अशेषतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनसा एव,-
मनसैव,[[वृद्धिरेचि (6.1.88)]]
मनसैव इन्द्रियग्रामम्,-
मनसैवेन्द्रियग्रामम्,[[आद्गुणः (6.1.87)]]
मनसैवेन्द्रियग्रामम् विनियम्य,-
मनसैवेन्द्रियग्रामं विनियम्य,[[मोऽनुस्वारः (8.3.23)]]
विनियम्य समन्ततस्,-
समन्ततस्,-
समन्ततरुँ,[[ससजुषो रुः (8.2.66)]]
समन्ततर्,[[तस्य लोपः (1.3.9)]]
समन्ततः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
