स्थिति,सूत्र
सर्वस्य च,-
च अहम्,-
चाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाहम् हृदि,-
चाहं हृदि,[[मोऽनुस्वारः (8.3.23)]]
हृदि सन्निविष्टस्,-
सन्निविष्टस् मत्तस्,-
सन्निविष्टरुँ मत्तस्,[[ससजुषो रुः (8.2.66)]]
सन्निविष्टर् मत्तस्,[[तस्य लोपः (1.3.9)]]
सन्निविष्ट उ मत्तस्,[[हशि च (6.1.114)]]
सन्निविष्टो मत्तस्,[[आद्गुणः (6.1.87)]]
मत्तस् स्मृतिस्,-
मत्तरुँ स्मृतिस्,[[ससजुषो रुः (8.2.66)]]
मत्तर् स्मृतिस्,[[तस्य लोपः (1.3.9)]]
मत्तः स्मृतिस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मत्तः स्मृतिस्,[[वा शरि (8.3.36)]]
स्मृतिस् ज्ञानम्,-
स्मृतिरुँ ज्ञानम्,[[ससजुषो रुः (8.2.66)]]
स्मृतिर् ज्ञानम्,[[तस्य लोपः (1.3.9)]]
ज्ञानम् अपोहनम्,-
अपोहनम् च,-
अपोहनं च,[[मोऽनुस्वारः (8.3.23)]]
च,-
वेदैस् च,-
वेदैरुँ च,[[ससजुषो रुः (8.2.66)]]
वेदैर् च,[[तस्य लोपः (1.3.9)]]
वेदैः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वेदैस् च,[[विसर्जनीयस्य सः (8.3.34)]]
वेदैश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च सर्वैस्,-
सर्वैस् अहम्,-
सर्वैरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
सर्वैर् अहम्,[[तस्य लोपः (1.3.9)]]
अहम् एव,-
एव वेद्यस्,-
वेद्यस् वेदान्तकृत्,-
वेद्यरुँ वेदान्तकृत्,[[ससजुषो रुः (8.2.66)]]
वेद्यर् वेदान्तकृत्,[[तस्य लोपः (1.3.9)]]
वेद्य उ वेदान्तकृत्,[[हशि च (6.1.114)]]
वेद्यो वेदान्तकृत्,[[आद्गुणः (6.1.87)]]
वेदान्तकृत् वेदवित्,-
वेदान्तकृद् वेदवित्,[[झलां जशोऽन्ते (8.2.39)]]
वेदवित् एव,-
वेदविद् एव,[[झलां जशोऽन्ते (8.2.39)]]
एव च,-
च अहम्,-
चाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाहम्,-
