स्थिति,सूत्र
न च,-
च एतत्,-
चैतत्,[[वृद्धिरेचि (6.1.88)]]
चैतत् विद्मस्,-
चैतद् विद्मस्,[[झलां जशोऽन्ते (8.2.39)]]
विद्मस् कतरत्,-
विद्मरुँ कतरत्,[[ससजुषो रुः (8.2.66)]]
विद्मर् कतरत्,[[तस्य लोपः (1.3.9)]]
विद्मः कतरत्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विद्मः कतरत्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कतरत् नस्,-
कतरद् नस्,[[झलां जशोऽन्ते (8.2.39)]]
कतरन् नस्,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
नस् गरीयस्,-
नरुँ गरीयस्,[[ससजुषो रुः (8.2.66)]]
नर् गरीयस्,[[तस्य लोपः (1.3.9)]]
न उ गरीयस्,[[हशि च (6.1.114)]]
नो गरीयस्,[[आद्गुणः (6.1.87)]]
गरीयस् यत्,-
गरीयरुँ यत्,[[ससजुषो रुः (8.2.66)]]
गरीयर् यत्,[[तस्य लोपः (1.3.9)]]
गरीय उ यत्,[[हशि च (6.1.114)]]
गरीयो यत्,[[आद्गुणः (6.1.87)]]
यत् वा,-
यद् वा,[[झलां जशोऽन्ते (8.2.39)]]
वा जयेम,-
जयेम यदि,-
यदि वा,-
वा नस्,-
नस् जयेयुस्,-
नरुँ जयेयुस्,[[ससजुषो रुः (8.2.66)]]
नर् जयेयुस्,[[तस्य लोपः (1.3.9)]]
न उ जयेयुस्,[[हशि च (6.1.114)]]
नो जयेयुस्,[[आद्गुणः (6.1.87)]]
जयेयुस्,-
जयेयुरुँ,[[ससजुषो रुः (8.2.66)]]
जयेयुर्,[[तस्य लोपः (1.3.9)]]
जयेयुः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यान् एव,-
एव हत्वा,-
हत्वा न,-
न जिजीविषामस्,-
जिजीविषामस् ते,-
जिजीविषामरुँ ते,[[ससजुषो रुः (8.2.66)]]
जिजीविषामर् ते,[[तस्य लोपः (1.3.9)]]
जिजीविषामः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जिजीविषामस् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते अवस्थितास्,-
तेऽवस्थितास्,[[एङः पदान्तादति (6.1.109)]]
तेऽवस्थितास् प्रमुखे,-
तेऽवस्थितारुँ प्रमुखे,[[ससजुषो रुः (8.2.66)]]
तेऽवस्थितार् प्रमुखे,[[तस्य लोपः (1.3.9)]]
तेऽवस्थिताः प्रमुखे,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तेऽवस्थिताः प्रमुखे,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रमुखे धार्तराष्ट्रास्,-
धार्तराष्ट्रास्,-
धार्तराष्ट्रारुँ,[[ससजुषो रुः (8.2.66)]]
धार्तराष्ट्रार्,[[तस्य लोपः (1.3.9)]]
धार्तराष्ट्राः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
