स्थिति,सूत्र
तत्र एकस्थम्,-
तत्रैकस्थम्,[[वृद्धिरेचि (6.1.88)]]
तत्रैकस्थम् जगत्,-
तत्रैकस्थं जगत्,[[मोऽनुस्वारः (8.3.23)]]
जगत् कृत्स्नम्,-
जगद् कृत्स्नम्,[[झलां जशोऽन्ते (8.2.39)]]
जगत् कृत्स्नम्,[[खरि च (8.4.55)]]
कृत्स्नम् प्रविभक्तम्,-
कृत्स्नं प्रविभक्तम्,[[मोऽनुस्वारः (8.3.23)]]
प्रविभक्तम् अनेकधा,-
अनेकधा,-
अपश्यत् देवदेवस्य,-
अपश्यद् देवदेवस्य,[[झलां जशोऽन्ते (8.2.39)]]
देवदेवस्य शरीरे,-
शरीरे पाण्डवस्,-
पाण्डवस् तदा,-
पाण्डवरुँ तदा,[[ससजुषो रुः (8.2.66)]]
पाण्डवर् तदा,[[तस्य लोपः (1.3.9)]]
पाण्डवः तदा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पाण्डवस् तदा,[[विसर्जनीयस्य सः (8.3.34)]]
तदा,-
