स्थिति,सूत्र
विस्तरेण आत्मनस्,-
विस्तरेणात्मनस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
विस्तरेणात्मनस् योगम्,-
विस्तरेणात्मनरुँ योगम्,[[ससजुषो रुः (8.2.66)]]
विस्तरेणात्मनर् योगम्,[[तस्य लोपः (1.3.9)]]
विस्तरेणात्मन उ योगम्,[[हशि च (6.1.114)]]
विस्तरेणात्मनो योगम्,[[आद्गुणः (6.1.87)]]
योगम् विभूतिम्,-
योगं विभूतिम्,[[मोऽनुस्वारः (8.3.23)]]
विभूतिम् च,-
विभूतिं च,[[मोऽनुस्वारः (8.3.23)]]
च जनार्दन,-
जनार्दन,-
भूयस् कथय,-
भूयरुँ कथय,[[ससजुषो रुः (8.2.66)]]
भूयर् कथय,[[तस्य लोपः (1.3.9)]]
भूयः कथय,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भूयः कथय,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कथय तृप्तिस्,-
तृप्तिस् हि,-
तृप्तिरुँ हि,[[ससजुषो रुः (8.2.66)]]
तृप्तिर् हि,[[तस्य लोपः (1.3.9)]]
हि श\u200dृण्वतस्,-
श\u200dृण्वतस् न,-
श्\u200dृण्वतरुँ न,[[ससजुषो रुः (8.2.66)]]
श्\u200dृण्वतर् न,[[तस्य लोपः (1.3.9)]]
श्\u200dृण्वत उ न,[[हशि च (6.1.114)]]
श्\u200dृण्वतो न,[[आद्गुणः (6.1.87)]]
न अस्ति,-
नास्ति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नास्ति मे,-
मे अमृतम्,-
मेऽमृतम्,[[एङः पदान्तादति (6.1.109)]]
मेऽमृतम्,-
