स्थिति,सूत्र
तस्मात् त्वम्,-
तस्माद् त्वम्,[[झलां जशोऽन्ते (8.2.39)]]
तस्मात् त्वम्,[[खरि च (8.4.55)]]
त्वम् उत्तिष्ठ,-
उत्तिष्ठ यशस्,-
यशस् लभस्व,-
यशरुँ लभस्व,[[ससजुषो रुः (8.2.66)]]
यशर् लभस्व,[[तस्य लोपः (1.3.9)]]
यश उ लभस्व,[[हशि च (6.1.114)]]
यशो लभस्व,[[आद्गुणः (6.1.87)]]
लभस्व जित्वा,-
जित्वा शत्रून्,-
शत्रून् भुङ्क्ष्व,-
भुङ्क्ष्व राज्यम्,-
राज्यम् समृद्धम्,-
राज्यं समृद्धम्,[[मोऽनुस्वारः (8.3.23)]]
समृद्धम्,-
मया एव,-
मयैव,[[वृद्धिरेचि (6.1.88)]]
मयैव एते,-
मयैवैते,[[वृद्धिरेचि (6.1.88)]]
मयैवैते निहतास्,-
निहतास् पूर्वम्,-
निहतारुँ पूर्वम्,[[ससजुषो रुः (8.2.66)]]
निहतार् पूर्वम्,[[तस्य लोपः (1.3.9)]]
निहताः पूर्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निहताः पूर्वम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पूर्वम् एव,-
एव निमित्तमात्रम्,-
निमित्तमात्रम् भव,-
निमित्तमात्रं भव,[[मोऽनुस्वारः (8.3.23)]]
भव सव्यसाचिन्,-
सव्यसाचिन्,-
