स्थिति,सूत्र
कर्मणा एव,-
कर्मणैव,[[वृद्धिरेचि (6.1.88)]]
कर्मणैव हि,-
हि संसिद्धिम्,-
संसिद्धिम् आस्थितास्,-
आस्थितास् जनकादयस्,-
आस्थितारुँ जनकादयस्,[[ससजुषो रुः (8.2.66)]]
आस्थितार् जनकादयस्,[[तस्य लोपः (1.3.9)]]
आस्थिताय् जनकादयस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
आस्थिता जनकादयस्,[[हलि सर्वेषाम् (8.3.22)]]
जनकादयस्,-
जनकादयरुँ,[[ससजुषो रुः (8.2.66)]]
जनकादयर्,[[तस्य लोपः (1.3.9)]]
जनकादयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
लोकसङ्ग्रहम् एव,-
एव अपि,-
एवापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवापि सम्पश्यन्,-
सम्पश्यन् कर्तुम्,-
कर्तुम् अर्हसि,-
अर्हसि,-
