स्थिति,सूत्र
पिता अहम्,-
पिताहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
पिताहम् अस्य,-
अस्य जगतो,-
जगतो माता,-
माता धाता,-
धाता पितामहस्,-
पितामहस्,-
पितामहरुँ,[[ससजुषो रुः (8.2.66)]]
पितामहर्,[[तस्य लोपः (1.3.9)]]
पितामहः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वेद्यम् पवित्रम्,-
वेद्यं पवित्रम्,[[मोऽनुस्वारः (8.3.23)]]
पवित्रम् ओङ्कारस्,-
ओङ्कारस् ऋक्साम,-
ओङ्काररुँ ऋक्साम,[[ससजुषो रुः (8.2.66)]]
ओङ्कारर् ऋक्साम,[[तस्य लोपः (1.3.9)]]
ओङ्कारय् ऋक्साम,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
ओङ्कार ऋक्साम,[[लोपः शाकल्यस्य (8.3.19)]]
ऋक्साम यजुस्,-
यजुस् एव,-
यजुरुँ एव,[[ससजुषो रुः (8.2.66)]]
यजुर् एव,[[तस्य लोपः (1.3.9)]]
एव च,-
च,-
