स्थिति,सूत्र
यत् आदित्यगतम्,-
यद् आदित्यगतम्,[[झलां जशोऽन्ते (8.2.39)]]
आदित्यगतम् तेजस्,-
आदित्यगतं तेजस्,[[मोऽनुस्वारः (8.3.23)]]
तेजस् जगत्,-
तेजरुँ जगत्,[[ससजुषो रुः (8.2.66)]]
तेजर् जगत्,[[तस्य लोपः (1.3.9)]]
तेज उ जगत्,[[हशि च (6.1.114)]]
तेजो जगत्,[[आद्गुणः (6.1.87)]]
जगत् भासयते,-
जगद् भासयते,[[झलां जशोऽन्ते (8.2.39)]]
भासयते अखिलम्,-
भासयतेऽखिलम्,[[एङः पदान्तादति (6.1.109)]]
भासयतेऽखिलम्,-
यत् चन्द्रमसि,-
यद् चन्द्रमसि,[[झलां जशोऽन्ते (8.2.39)]]
यज् चन्द्रमसि,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् चन्द्रमसि,[[खरि च (8.4.55)]]
चन्द्रमसि यत्,-
यत् च,-
यद् च,[[झलां जशोऽन्ते (8.2.39)]]
यज् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् च,[[खरि च (8.4.55)]]
च अग्नौ,-
चाग्नौ,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाग्नौ तत्,-
तत् तेजस्,-
तद् तेजस्,[[झलां जशोऽन्ते (8.2.39)]]
तत् तेजस्,[[खरि च (8.4.55)]]
तेजस् विद्धि,-
तेजरुँ विद्धि,[[ससजुषो रुः (8.2.66)]]
तेजर् विद्धि,[[तस्य लोपः (1.3.9)]]
तेज उ विद्धि,[[हशि च (6.1.114)]]
तेजो विद्धि,[[आद्गुणः (6.1.87)]]
विद्धि मामकम्,-
मामकम्,-
