स्थिति,सूत्र
न हि,-
हि कश्चित्,-
कश्चित् क्षणम्,-
कश्चिद् क्षणम्,[[झलां जशोऽन्ते (8.2.39)]]
कश्चित् क्षणम्,[[खरि च (8.4.55)]]
क्षणम् अपि,-
अपि जातु,-
जातु तिष्ठति,-
तिष्ठति अकर्मकृत्,-
तिष्ठत्यकर्मकृत्,[[इको यणचि (6.1.77)]]
तिष्ठत्यकर्मकृत्,-
तिष्ठत्यकर्मकृद्,[[झलां जशोऽन्ते (8.2.39)]]
तिष्ठत्यकर्मकृत्,[[वाऽवसाने (8.4.56)]]
कार्यते हि,-
हि अवशस्,-
ह्यवशस्,[[इको यणचि (6.1.77)]]
ह्यवशस् कर्म,-
ह्यवशरुँ कर्म,[[ससजुषो रुः (8.2.66)]]
ह्यवशर् कर्म,[[तस्य लोपः (1.3.9)]]
ह्यवशः कर्म,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ह्यवशः कर्म,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्म सर्वस्,-
सर्वस् प्रकृतिजैस्,-
सर्वरुँ प्रकृतिजैस्,[[ससजुषो रुः (8.2.66)]]
सर्वर् प्रकृतिजैस्,[[तस्य लोपः (1.3.9)]]
सर्वः प्रकृतिजैस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वः प्रकृतिजैस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रकृतिजैस् गुणैस्,-
प्रकृतिजैरुँ गुणैस्,[[ससजुषो रुः (8.2.66)]]
प्रकृतिजैर् गुणैस्,[[तस्य लोपः (1.3.9)]]
गुणैस्,-
गुणैरुँ,[[ससजुषो रुः (8.2.66)]]
गुणैर्,[[तस्य लोपः (1.3.9)]]
गुणैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
