स्थिति,सूत्र
युधामन्युस् च,-
युधामन्युरुँ च,[[ससजुषो रुः (8.2.66)]]
युधामन्युर् च,[[तस्य लोपः (1.3.9)]]
युधामन्युः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
युधामन्युस् च,[[विसर्जनीयस्य सः (8.3.34)]]
युधामन्युश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च विक्रान्तस्,-
विक्रान्तस् उत्तमौजास्,-
विक्रान्तरुँ उत्तमौजास्,[[ससजुषो रुः (8.2.66)]]
विक्रान्तर् उत्तमौजास्,[[तस्य लोपः (1.3.9)]]
विक्रान्तय् उत्तमौजास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
विक्रान्त उत्तमौजास्,[[लोपः शाकल्यस्य (8.3.19)]]
उत्तमौजास् च,-
उत्तमौजारुँ च,[[ससजुषो रुः (8.2.66)]]
उत्तमौजार् च,[[तस्य लोपः (1.3.9)]]
उत्तमौजाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
उत्तमौजास् च,[[विसर्जनीयस्य सः (8.3.34)]]
उत्तमौजाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च वीर्यवान्,-
वीर्यवान्,-
सौभद्रस् द्रौपदेयास्,-
सौभद्ररुँ द्रौपदेयास्,[[ससजुषो रुः (8.2.66)]]
सौभद्रर् द्रौपदेयास्,[[तस्य लोपः (1.3.9)]]
सौभद्र उ द्रौपदेयास्,[[हशि च (6.1.114)]]
सौभद्रो द्रौपदेयास्,[[आद्गुणः (6.1.87)]]
द्रौपदेयास् च,-
द्रौपदेयारुँ च,[[ससजुषो रुः (8.2.66)]]
द्रौपदेयार् च,[[तस्य लोपः (1.3.9)]]
द्रौपदेयाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
द्रौपदेयास् च,[[विसर्जनीयस्य सः (8.3.34)]]
द्रौपदेयाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च सर्वे,-
सर्वे एव,-
सर्वय् एव,[[एचोऽयवायावः (6.1.78)]]
सर्व एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव महारथास्,-
महारथास्,-
महारथारुँ,[[ससजुषो रुः (8.2.66)]]
महारथार्,[[तस्य लोपः (1.3.9)]]
महारथाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
