स्थिति,सूत्र
दोषैस् एतैस्,-
दोषैरुँ एतैस्,[[ससजुषो रुः (8.2.66)]]
दोषैर् एतैस्,[[तस्य लोपः (1.3.9)]]
एतैस् कुलघ्नानाम्,-
एतैरुँ कुलघ्नानाम्,[[ससजुषो रुः (8.2.66)]]
एतैर् कुलघ्नानाम्,[[तस्य लोपः (1.3.9)]]
एतैः कुलघ्नानाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एतैः कुलघ्नानाम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कुलघ्नानाम् वर्णसङ्करकारकैस्,-
कुलघ्नानां वर्णसङ्करकारकैस्,[[मोऽनुस्वारः (8.3.23)]]
वर्णसङ्करकारकैस्,-
वर्णसङ्करकारकैरुँ,[[ससजुषो रुः (8.2.66)]]
वर्णसङ्करकारकैर्,[[तस्य लोपः (1.3.9)]]
वर्णसङ्करकारकैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
उत्साद्यन्ते जातिधर्मास्,-
जातिधर्मास् कुलधर्मास्,-
जातिधर्मारुँ कुलधर्मास्,[[ससजुषो रुः (8.2.66)]]
जातिधर्मार् कुलधर्मास्,[[तस्य लोपः (1.3.9)]]
जातिधर्माः कुलधर्मास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जातिधर्माः कुलधर्मास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कुलधर्मास् च,-
कुलधर्मारुँ च,[[ससजुषो रुः (8.2.66)]]
कुलधर्मार् च,[[तस्य लोपः (1.3.9)]]
कुलधर्माः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कुलधर्मास् च,[[विसर्जनीयस्य सः (8.3.34)]]
कुलधर्माश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च शाश्वतास्,-
शाश्वतास्,-
शाश्वतारुँ,[[ससजुषो रुः (8.2.66)]]
शाश्वतार्,[[तस्य लोपः (1.3.9)]]
शाश्वताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
