स्थिति,सूत्र
जातस्य हि,-
हि ध्रुवस्,-
ध्रुवस् मृत्युस्,-
ध्रुवरुँ मृत्युस्,[[ससजुषो रुः (8.2.66)]]
ध्रुवर् मृत्युस्,[[तस्य लोपः (1.3.9)]]
ध्रुव उ मृत्युस्,[[हशि च (6.1.114)]]
ध्रुवो मृत्युस्,[[आद्गुणः (6.1.87)]]
मृत्युस् ध्रुवं,-
मृत्युरुँ ध्रुवं,[[ससजुषो रुः (8.2.66)]]
मृत्युर् ध्रुवं,[[तस्य लोपः (1.3.9)]]
ध्रुवं जन्म,-
जन्म मृतस्य,-
मृतस्य च,-
च,-
तस्मात् अपरिहार्ये,-
तस्माद् अपरिहार्ये,[[झलां जशोऽन्ते (8.2.39)]]
अपरिहार्ये अर्थे,-
अपरिहार्येऽर्थे,[[एङः पदान्तादति (6.1.109)]]
अपरिहार्येऽर्थे न,-
न त्वम्,-
त्वम् शोचितुम्,-
त्वं शोचितुम्,[[मोऽनुस्वारः (8.3.23)]]
शोचितुम् अर्हसि,-
अर्हसि,-
