स्थिति,सूत्र
अध्येष्यते च,-
च यस्,-
यस् इमम्,-
यरुँ इमम्,[[ससजुषो रुः (8.2.66)]]
यर् इमम्,[[तस्य लोपः (1.3.9)]]
यय् इमम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
य इमम्,[[लोपः शाकल्यस्य (8.3.19)]]
इमम् धर्म्यम्,-
इमं धर्म्यम्,[[मोऽनुस्वारः (8.3.23)]]
धर्म्यम् संवादम्,-
धर्म्यं संवादम्,[[मोऽनुस्वारः (8.3.23)]]
संवादम् आवयोस्,-
आवयोस्,-
आवयोरुँ,[[ससजुषो रुः (8.2.66)]]
आवयोर्,[[तस्य लोपः (1.3.9)]]
आवयोः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ज्ञानयज्ञेन तेन,-
तेन अहम्,-
तेनाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तेनाहम् इष्टस्,-
इष्टस् स्याम्,-
इष्टरुँ स्याम्,[[ससजुषो रुः (8.2.66)]]
इष्टर् स्याम्,[[तस्य लोपः (1.3.9)]]
इष्टः स्याम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इष्टः स्याम्,[[वा शरि (8.3.36)]]
स्याम् इति,-
इति मे,-
मे मतिस्,-
मतिस्,-
मतिरुँ,[[ससजुषो रुः (8.2.66)]]
मतिर्,[[तस्य लोपः (1.3.9)]]
मतिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
