स्थिति,सूत्र
अव्यक्तम् व्यक्तिम्,-
अव्यक्तं व्यक्तिम्,[[मोऽनुस्वारः (8.3.23)]]
व्यक्तिम् आपन्नम्,-
आपन्नम् मन्यन्ते,-
आपन्नं मन्यन्ते,[[मोऽनुस्वारः (8.3.23)]]
मन्यन्ते माम्,-
माम् अबुद्धयस्,-
अबुद्धयस्,-
अबुद्धयरुँ,[[ससजुषो रुः (8.2.66)]]
अबुद्धयर्,[[तस्य लोपः (1.3.9)]]
अबुद्धयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परम् भावम्,-
परं भावम्,[[मोऽनुस्वारः (8.3.23)]]
भावम् अजानन्तस्,-
अजानन्तस् मम,-
अजानन्तरुँ मम,[[ससजुषो रुः (8.2.66)]]
अजानन्तर् मम,[[तस्य लोपः (1.3.9)]]
अजानन्त उ मम,[[हशि च (6.1.114)]]
अजानन्तो मम,[[आद्गुणः (6.1.87)]]
मम अव्ययम्,-
ममाव्ययम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
ममाव्ययम् अनुत्तमम्,-
अनुत्तमम्,-
