स्थिति,सूत्र
द्रुपदस् द्रौपदेयास्,-
द्रुपदरुँ द्रौपदेयास्,[[ससजुषो रुः (8.2.66)]]
द्रुपदर् द्रौपदेयास्,[[तस्य लोपः (1.3.9)]]
द्रुपद उ द्रौपदेयास्,[[हशि च (6.1.114)]]
द्रुपदो द्रौपदेयास्,[[आद्गुणः (6.1.87)]]
द्रौपदेयास् च,-
द्रौपदेयारुँ च,[[ससजुषो रुः (8.2.66)]]
द्रौपदेयार् च,[[तस्य लोपः (1.3.9)]]
द्रौपदेयाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
द्रौपदेयास् च,[[विसर्जनीयस्य सः (8.3.34)]]
द्रौपदेयाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च सर्वशस्,-
सर्वशस् पृथिवीपते,-
सर्वशरुँ पृथिवीपते,[[ससजुषो रुः (8.2.66)]]
सर्वशर् पृथिवीपते,[[तस्य लोपः (1.3.9)]]
सर्वशः पृथिवीपते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वशः पृथिवीपते,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पृथिवीपते,-
सौभद्रस् च,-
सौभद्ररुँ च,[[ससजुषो रुः (8.2.66)]]
सौभद्रर् च,[[तस्य लोपः (1.3.9)]]
सौभद्रः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सौभद्रस् च,[[विसर्जनीयस्य सः (8.3.34)]]
सौभद्रश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च महाबाहुस्,-
महाबाहुस् शङ्खान्,-
महाबाहुरुँ शङ्खान्,[[ससजुषो रुः (8.2.66)]]
महाबाहुर् शङ्खान्,[[तस्य लोपः (1.3.9)]]
महाबाहुः शङ्खान्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
महाबाहुः शङ्खान्,[[वा शरि (8.3.36)]]
शङ्खान् दध्मुस्,-
दध्मुस् पृथक्पृथक्,-
दध्मुरुँ पृथक्पृथक्,[[ससजुषो रुः (8.2.66)]]
दध्मुर् पृथक्पृथक्,[[तस्य लोपः (1.3.9)]]
दध्मुः पृथक्पृथक्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दध्मुः पृथक्पृथक्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पृथक्पृथक्,-
पृथक्पृथग्,[[झलां_जशोऽन्ते (8.2.39)]]
पृथक्पृथक्,[[वाऽवसाने (8.4.56)]]
