स्थिति,सूत्र
रुद्राणाम् शङ्करस्,-
रुद्राणां शङ्करस्,[[मोऽनुस्वारः (8.3.23)]]
शङ्करस् च,-
शङ्कररुँ च,[[ससजुषो रुः (8.2.66)]]
शङ्करर् च,[[तस्य लोपः (1.3.9)]]
शङ्करः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शङ्करस् च,[[विसर्जनीयस्य सः (8.3.34)]]
शङ्करश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि वित्तेशस्,-
वित्तेशस् यक्षरक्षसाम्,-
वित्तेशरुँ यक्षरक्षसाम्,[[ससजुषो रुः (8.2.66)]]
वित्तेशर् यक्षरक्षसाम्,[[तस्य लोपः (1.3.9)]]
वित्तेश उ यक्षरक्षसाम्,[[हशि च (6.1.114)]]
वित्तेशो यक्षरक्षसाम्,[[आद्गुणः (6.1.87)]]
यक्षरक्षसाम्,-
वसूनाम् पावकस्,-
वसूनां पावकस्,[[मोऽनुस्वारः (8.3.23)]]
पावकस् च,-
पावकरुँ च,[[ससजुषो रुः (8.2.66)]]
पावकर् च,[[तस्य लोपः (1.3.9)]]
पावकः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पावकस् च,[[विसर्जनीयस्य सः (8.3.34)]]
पावकश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि मेरुस्,-
मेरुस् शिखरिणाम्,-
मेरुरुँ शिखरिणाम्,[[ससजुषो रुः (8.2.66)]]
मेरुर् शिखरिणाम्,[[तस्य लोपः (1.3.9)]]
मेरुः शिखरिणाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मेरुः शिखरिणाम्,[[वा शरि (8.3.36)]]
शिखरिणाम् अहम्,-
अहम्,-
