स्थिति,सूत्र
साङ्ख्ययोगौ पृथक्,-
पृथक् बालास्,-
पृथग् बालास्,[[झलां जशोऽन्ते (8.2.39)]]
बालास् प्रवदन्ति,-
बालारुँ प्रवदन्ति,[[ससजुषो रुः (8.2.66)]]
बालार् प्रवदन्ति,[[तस्य लोपः (1.3.9)]]
बालाः प्रवदन्ति,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बालाः प्रवदन्ति,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रवदन्ति न,-
न पण्डितास्,-
पण्डितास्,-
पण्डितारुँ,[[ससजुषो रुः (8.2.66)]]
पण्डितार्,[[तस्य लोपः (1.3.9)]]
पण्डिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एकम् अपि,-
अपि आस्थितस्,-
अप्यास्थितस्,[[इको यणचि (6.1.77)]]
अप्यास्थितस् सम्यक्,-
अप्यास्थितरुँ सम्यक्,[[ससजुषो रुः (8.2.66)]]
अप्यास्थितर् सम्यक्,[[तस्य लोपः (1.3.9)]]
अप्यास्थितः सम्यक्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अप्यास्थितः सम्यक्,[[वा शरि (8.3.36)]]
सम्यक् उभयोस्,-
सम्यग् उभयोस्,[[झलां जशोऽन्ते (8.2.39)]]
उभयोस् विन्दते,-
उभयोरुँ विन्दते,[[ससजुषो रुः (8.2.66)]]
उभयोर् विन्दते,[[तस्य लोपः (1.3.9)]]
विन्दते फलम्,-
फलम्,-
