स्थिति,सूत्र
ये च,-
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव सात्त्विकास्,-
सात्त्विकास् भावास्,-
सात्त्विकारुँ भावास्,[[ससजुषो रुः (8.2.66)]]
सात्त्विकार् भावास्,[[तस्य लोपः (1.3.9)]]
सात्त्विकाय् भावास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
सात्त्विका भावास्,[[हलि सर्वेषाम् (8.3.22)]]
भावास् राजसास्,-
भावारुँ राजसास्,[[ससजुषो रुः (8.2.66)]]
भावार् राजसास्,[[तस्य लोपः (1.3.9)]]
भावाय् राजसास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भावा राजसास्,[[हलि सर्वेषाम् (8.3.22)]]
राजसास् तामसास्,-
राजसारुँ तामसास्,[[ससजुषो रुः (8.2.66)]]
राजसार् तामसास्,[[तस्य लोपः (1.3.9)]]
राजसाः तामसास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
राजसास् तामसास्,[[विसर्जनीयस्य सः (8.3.34)]]
तामसास् च,-
तामसारुँ च,[[ससजुषो रुः (8.2.66)]]
तामसार् च,[[तस्य लोपः (1.3.9)]]
तामसाः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तामसास् च,[[विसर्जनीयस्य सः (8.3.34)]]
तामसाश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च ये,-
ये,-
मत्तस् एव,-
मत्तरुँ एव,[[ससजुषो रुः (8.2.66)]]
मत्तर् एव,[[तस्य लोपः (1.3.9)]]
मत्तय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
मत्त एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव इति,-
एवेति,[[आद्गुणः (6.1.87)]]
एवेति तान्,-
तान् विद्धि,-
विद्धि न,-
न तु,-
तु अहम्,-
त्वहम्,[[इको यणचि (6.1.77)]]
त्वहम् तेषु,-
त्वहं तेषु,[[मोऽनुस्वारः (8.3.23)]]
तेषु ते,-
ते मयि,-
मयि,-
