स्थिति,सूत्र
एवम् बुद्धेस्,-
एवं बुद्धेस्,[[मोऽनुस्वारः (8.3.23)]]
बुद्धेस् परम्,-
बुद्धेरुँ परम्,[[ससजुषो रुः (8.2.66)]]
बुद्धेर् परम्,[[तस्य लोपः (1.3.9)]]
बुद्धेः परम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बुद्धेः परम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परम् बुद्ध्वा,-
परं बुद्ध्वा,[[मोऽनुस्वारः (8.3.23)]]
बुद्ध्वा संस्तभ्य,-
संस्तभ्य आत्मानम्,-
संस्तभ्यात्मानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
संस्तभ्यात्मानम् आत्मना,-
आत्मना,-
जहि शत्रुम्,-
शत्रुम् महाबाहो,-
शत्रुं महाबाहो,[[मोऽनुस्वारः (8.3.23)]]
महाबाहो कामरूपम्,-
कामरूपम् दुरासदम्,-
कामरूपं दुरासदम्,[[मोऽनुस्वारः (8.3.23)]]
दुरासदम्,-
