स्थिति,सूत्र
अपि चेत्,-
चेत् असि,-
चेद् असि,[[झलां जशोऽन्ते (8.2.39)]]
असि पापेभ्यस्,-
पापेभ्यस् सर्वेभ्यस्,-
पापेभ्यरुँ सर्वेभ्यस्,[[ससजुषो रुः (8.2.66)]]
पापेभ्यर् सर्वेभ्यस्,[[तस्य लोपः (1.3.9)]]
पापेभ्यः सर्वेभ्यस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पापेभ्यः सर्वेभ्यस्,[[वा शरि (8.3.36)]]
सर्वेभ्यस् पापकृत्तमस्,-
सर्वेभ्यरुँ पापकृत्तमस्,[[ससजुषो रुः (8.2.66)]]
सर्वेभ्यर् पापकृत्तमस्,[[तस्य लोपः (1.3.9)]]
सर्वेभ्यः पापकृत्तमस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वेभ्यः पापकृत्तमस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पापकृत्तमस्,-
पापकृत्तमरुँ,[[ससजुषो रुः (8.2.66)]]
पापकृत्तमर्,[[तस्य लोपः (1.3.9)]]
पापकृत्तमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वम् ज्ञानप्लवेन,-
सर्वं ज्ञानप्लवेन,[[मोऽनुस्वारः (8.3.23)]]
ज्ञानप्लवेन एव,-
ज्ञानप्लवेनैव,[[वृद्धिरेचि (6.1.88)]]
ज्ञानप्लवेनैव वृजिनम्,-
वृजिनम् सन्तरिष्यसि,-
वृजिनं सन्तरिष्यसि,[[मोऽनुस्वारः (8.3.23)]]
सन्तरिष्यसि,-
