स्थिति,सूत्र
अज्ञस् च,-
अज्ञरुँ च,[[ससजुषो रुः (8.2.66)]]
अज्ञर् च,[[तस्य लोपः (1.3.9)]]
अज्ञः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अज्ञस् च,[[विसर्जनीयस्य सः (8.3.34)]]
अज्ञश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अश्रद्दधानस्,-
चाश्रद्दधानस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाश्रद्दधानस् च,-
चाश्रद्दधानरुँ च,[[ससजुषो रुः (8.2.66)]]
चाश्रद्दधानर् च,[[तस्य लोपः (1.3.9)]]
चाश्रद्दधानः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
चाश्रद्दधानस् च,[[विसर्जनीयस्य सः (8.3.34)]]
चाश्रद्दधानश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च संशयात्मा,-
संशयात्मा विनश्यति,-
विनश्यति,-
न अयम्,-
नायम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नायम् लोकस्,-
नायं लोकस्,[[मोऽनुस्वारः (8.3.23)]]
लोकस् अस्ति,-
लोकरुँ अस्ति,[[ससजुषो रुः (8.2.66)]]
लोकर् अस्ति,[[तस्य लोपः (1.3.9)]]
लोक उ अस्ति,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
लोको अस्ति,[[आद्गुणः (6.1.87)]]
लोकोऽस्ति,[[एङः पदान्तादति (6.1.109)]]
लोकोऽस्ति न,-
न परस्,-
परस् न,-
पररुँ न,[[ससजुषो रुः (8.2.66)]]
परर् न,[[तस्य लोपः (1.3.9)]]
पर उ न,[[हशि च (6.1.114)]]
परो न,[[आद्गुणः (6.1.87)]]
न सुखम्,-
सुखम् संशयात्मनस्,-
सुखं संशयात्मनस्,[[मोऽनुस्वारः (8.3.23)]]
संशयात्मनस्,-
संशयात्मनरुँ,[[ससजुषो रुः (8.2.66)]]
संशयात्मनर्,[[तस्य लोपः (1.3.9)]]
संशयात्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
