स्थिति,सूत्र
सहस्रयुगपर्यन्तम् अहर्,-
अहर् यत्,-
यत् ब्रह्मणस्,-
यद् ब्रह्मणस्,[[झलां जशोऽन्ते (8.2.39)]]
ब्रह्मणस् विदुस्,-
ब्रह्मणरुँ विदुस्,[[ससजुषो रुः (8.2.66)]]
ब्रह्मणर् विदुस्,[[तस्य लोपः (1.3.9)]]
ब्रह्मण उ विदुस्,[[हशि च (6.1.114)]]
ब्रह्मणो विदुस्,[[आद्गुणः (6.1.87)]]
विदुस्,-
विदुरुँ,[[ससजुषो रुः (8.2.66)]]
विदुर्,[[तस्य लोपः (1.3.9)]]
विदुः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
रात्रिम् युगसहस्रान्ताम्,-
रात्रिं युगसहस्रान्ताम्,[[मोऽनुस्वारः (8.3.23)]]
युगसहस्रान्ताम् ते,-
युगसहस्रान्तां ते,[[मोऽनुस्वारः (8.3.23)]]
ते अहोरात्रविदस्,-
तेऽहोरात्रविदस्,[[एङः पदान्तादति (6.1.109)]]
तेऽहोरात्रविदस् जनास्,-
तेऽहोरात्रविदरुँ जनास्,[[ससजुषो रुः (8.2.66)]]
तेऽहोरात्रविदर् जनास्,[[तस्य लोपः (1.3.9)]]
तेऽहोरात्रविद उ जनास्,[[हशि च (6.1.114)]]
तेऽहोरात्रविदो जनास्,[[आद्गुणः (6.1.87)]]
जनास्,-
जनारुँ,[[ससजुषो रुः (8.2.66)]]
जनार्,[[तस्य लोपः (1.3.9)]]
जनाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
