स्थिति,सूत्र
द्यूतम् छलयताम्,-
द्यूतं छलयताम्,[[मोऽनुस्वारः (8.3.23)]]
छलयताम् अस्मि,-
अस्मि तेजस्,-
तेजस् तेजस्विनाम्,-
तेजरुँ तेजस्विनाम्,[[ससजुषो रुः (8.2.66)]]
तेजर् तेजस्विनाम्,[[तस्य लोपः (1.3.9)]]
तेजः तेजस्विनाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तेजस् तेजस्विनाम्,[[विसर्जनीयस्य सः (8.3.34)]]
तेजस्विनाम् अहम्,-
अहम्,-
जयस् अस्मि,-
जयरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
जयर् अस्मि,[[तस्य लोपः (1.3.9)]]
जय उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
जयो अस्मि,[[आद्गुणः (6.1.87)]]
जयोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
जयोऽस्मि व्यवसायस्,-
व्यवसायस् अस्मि,-
व्यवसायरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
व्यवसायर् अस्मि,[[तस्य लोपः (1.3.9)]]
व्यवसाय उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
व्यवसायो अस्मि,[[आद्गुणः (6.1.87)]]
व्यवसायोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
व्यवसायोऽस्मि सत्त्वम्,-
सत्त्वम् सत्त्ववताम्,-
सत्त्वं सत्त्ववताम्,[[मोऽनुस्वारः (8.3.23)]]
सत्त्ववताम् अहम्,-
अहम्,-
