स्थिति,सूत्र
तस्मात् यस्य,-
तस्माद् यस्य,[[झलां जशोऽन्ते (8.2.39)]]
यस्य महाबाहो,-
महाबाहो निगृहीतानि,-
निगृहीतानि सर्वशस्,-
सर्वशस्,-
सर्वशरुँ,[[ससजुषो रुः (8.2.66)]]
सर्वशर्,[[तस्य लोपः (1.3.9)]]
सर्वशः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इन्द्रियाणि इन्द्रियार्थेभ्यस्,-
इन्द्रियाणीन्द्रियार्थेभ्यस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
इन्द्रियाणीन्द्रियार्थेभ्यस् तस्य,-
इन्द्रियाणीन्द्रियार्थेभ्यरुँ तस्य,[[ससजुषो रुः (8.2.66)]]
इन्द्रियाणीन्द्रियार्थेभ्यर् तस्य,[[तस्य लोपः (1.3.9)]]
इन्द्रियाणीन्द्रियार्थेभ्यः तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इन्द्रियाणीन्द्रियार्थेभ्यस् तस्य,[[विसर्जनीयस्य सः (8.3.34)]]
तस्य प्रज्ञा,-
प्रज्ञा प्रतिष्ठिता,-
प्रतिष्ठिता,-
