स्थिति,सूत्र
तस्मात् शास्त्रम्,-
तस्माद् शास्त्रम्,[[झलां जशोऽन्ते (8.2.39)]]
तस्माज् शास्त्रम्,[[स्तोः श्चुना श्चुः (8.4.40)]]
तस्माच् शास्त्रम्,[[खरि च (8.4.55)]]
तस्माच्छास्त्रम्,[[शशछोऽटि (8.4.63)]]
तस्माच्छास्त्रम् प्रमाणम्,-
तस्माच्छास्त्रं प्रमाणम्,[[मोऽनुस्वारः (8.3.23)]]
प्रमाणम् ते,-
प्रमाणं ते,[[मोऽनुस्वारः (8.3.23)]]
ते कार्याकार्यव्यवस्थितौ,-
कार्याकार्यव्यवस्थितौ,-
ज्ञात्वा शास्त्रविधानोक्तम्,-
शास्त्रविधानोक्तम् कर्म,-
शास्त्रविधानोक्तं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म कर्तुम्,-
कर्तुम् इह,-
इह अर्हसि,-
इहार्हसि,[[अकः सवर्णे दीर्घः (6.1.101)]]
इहार्हसि,-
