स्थिति,सूत्र
वक्त्राणि ते,-
ते त्वरमाणास्,-
त्वरमाणास् विशन्ति,-
त्वरमाणारुँ विशन्ति,[[ससजुषो रुः (8.2.66)]]
त्वरमाणार् विशन्ति,[[तस्य लोपः (1.3.9)]]
त्वरमाणाय् विशन्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
त्वरमाणा विशन्ति,[[हलि सर्वेषाम् (8.3.22)]]
विशन्ति दंष्ट्राकरालानि,-
दंष्ट्राकरालानि भयानकानि,-
भयानकानि,-
केचित् विलग्नास्,-
केचिद् विलग्नास्,[[झलां जशोऽन्ते (8.2.39)]]
विलग्नास् दशनान्तरेषु,-
विलग्नारुँ दशनान्तरेषु,[[ससजुषो रुः (8.2.66)]]
विलग्नार् दशनान्तरेषु,[[तस्य लोपः (1.3.9)]]
विलग्नाय् दशनान्तरेषु,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
विलग्ना दशनान्तरेषु,[[हलि सर्वेषाम् (8.3.22)]]
दशनान्तरेषु सन्दृश्यन्ते,-
सन्दृश्यन्ते चूर्णितैस्,-
चूर्णितैस् उत्तमाङ्गैस्,-
चूर्णितैरुँ उत्तमाङ्गैस्,[[ससजुषो रुः (8.2.66)]]
चूर्णितैर् उत्तमाङ्गैस्,[[तस्य लोपः (1.3.9)]]
उत्तमाङ्गैस्,-
उत्तमाङ्गैरुँ,[[ससजुषो रुः (8.2.66)]]
उत्तमाङ्गैर्,[[तस्य लोपः (1.3.9)]]
उत्तमाङ्गैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
