स्थिति,सूत्र
सन्तुष्टस् सततम्,-
सन्तुष्टरुँ सततम्,[[ससजुषो रुः (8.2.66)]]
सन्तुष्टर् सततम्,[[तस्य लोपः (1.3.9)]]
सन्तुष्टः सततम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सन्तुष्टः सततम्,[[वा शरि (8.3.36)]]
सततम् योगी,-
सततं योगी,[[मोऽनुस्वारः (8.3.23)]]
योगी यतात्मा,-
यतात्मा दृढनिश्चयस्,-
दृढनिश्चयस्,-
दृढनिश्चयरुँ,[[ससजुषो रुः (8.2.66)]]
दृढनिश्चयर्,[[तस्य लोपः (1.3.9)]]
दृढनिश्चयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मयि अर्पितमनोबुद्धिस्,-
मय्यर्पितमनोबुद्धिस्,[[इको यणचि (6.1.77)]]
मय्यर्पितमनोबुद्धिस् यस्,-
मय्यर्पितमनोबुद्धिरुँ यस्,[[ससजुषो रुः (8.2.66)]]
मय्यर्पितमनोबुद्धिर् यस्,[[तस्य लोपः (1.3.9)]]
यस् मद्भक्तस्,-
यरुँ मद्भक्तस्,[[ससजुषो रुः (8.2.66)]]
यर् मद्भक्तस्,[[तस्य लोपः (1.3.9)]]
य उ मद्भक्तस्,[[हशि च (6.1.114)]]
यो मद्भक्तस्,[[आद्गुणः (6.1.87)]]
मद्भक्तस् सस्,-
मद्भक्तरुँ सस्,[[ससजुषो रुः (8.2.66)]]
मद्भक्तर् सस्,[[तस्य लोपः (1.3.9)]]
मद्भक्तः सस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मद्भक्तः सस्,[[वा शरि (8.3.36)]]
सस् मे,-
स मे,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
मे प्रियस्,-
प्रियस्,-
प्रियरुँ,[[ससजुषो रुः (8.2.66)]]
प्रियर्,[[तस्य लोपः (1.3.9)]]
प्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
