स्थिति,सूत्र
गुणान् एतान्,-
एतान् अतीत्य,-
अतीत्य त्रीन्,-
त्रीन् देही,-
देही देहसमुद्भवान्,-
देहसमुद्भवान्,-
जन्ममृत्युजरादुःखैस् विमुक्तस्,-
जन्ममृत्युजरादुःखैरुँ विमुक्तस्,[[ससजुषो रुः (8.2.66)]]
जन्ममृत्युजरादुःखैर् विमुक्तस्,[[तस्य लोपः (1.3.9)]]
विमुक्तस् अमृतम्,-
विमुक्तरुँ अमृतम्,[[ससजुषो रुः (8.2.66)]]
विमुक्तर् अमृतम्,[[तस्य लोपः (1.3.9)]]
विमुक्त उ अमृतम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
विमुक्तो अमृतम्,[[आद्गुणः (6.1.87)]]
विमुक्तोऽमृतम्,[[एङः पदान्तादति (6.1.109)]]
विमुक्तोऽमृतम् अश्नुते,-
अश्नुते,-
