स्थिति,सूत्र
सहयज्ञास् प्रजास्,-
सहयज्ञारुँ प्रजास्,[[ससजुषो रुः (8.2.66)]]
सहयज्ञार् प्रजास्,[[तस्य लोपः (1.3.9)]]
सहयज्ञाः प्रजास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सहयज्ञाः प्रजास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रजास् सृष्ट्वा,-
प्रजारुँ सृष्ट्वा,[[ससजुषो रुः (8.2.66)]]
प्रजार् सृष्ट्वा,[[तस्य लोपः (1.3.9)]]
प्रजाः सृष्ट्वा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रजाः सृष्ट्वा,[[वा शरि (8.3.36)]]
सृष्ट्वा पुरा,-
पुरा उवाच,-
पुरोवाच,[[आद्गुणः (6.1.87)]]
पुरोवाच प्रजापतिस्,-
प्रजापतिस्,-
प्रजापतिरुँ,[[ससजुषो रुः (8.2.66)]]
प्रजापतिर्,[[तस्य लोपः (1.3.9)]]
प्रजापतिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनेन प्रसविष्यध्वम्,-
प्रसविष्यध्वम् एषस्,-
एषस् वस्,-
एष वस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
वस् अस्तु,-
वरुँ अस्तु,[[ससजुषो रुः (8.2.66)]]
वर् अस्तु,[[तस्य लोपः (1.3.9)]]
व उ अस्तु,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
वो अस्तु,[[आद्गुणः (6.1.87)]]
वोऽस्तु,[[एङः पदान्तादति (6.1.109)]]
वोऽस्तु इष्टकामधुक्,-
वोऽस्त्विष्टकामधुक्,[[इको यणचि (6.1.77)]]
वोऽस्त्विष्टकामधुक्,-
वोऽस्त्विष्टकामधुग्,[[झलां जशोऽन्ते (8.2.39)]]
वोऽस्त्विष्टकामधुक्,[[वाऽवसाने (8.4.56)]]
