स्थिति,सूत्र
न तत्,-
तत् अस्ति,-
तद् अस्ति,[[झलां जशोऽन्ते (8.2.39)]]
अस्ति पृथिव्याम्,-
पृथिव्याम् वा,-
पृथिव्यां वा,[[मोऽनुस्वारः (8.3.23)]]
वा दिवि,-
दिवि देवेषु,-
देवेषु वा,-
वा पुनर्,-
पुनर्,-
पुनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सत्त्वम् प्रकृतिजैस्,-
सत्त्वं प्रकृतिजैस्,[[मोऽनुस्वारः (8.3.23)]]
प्रकृतिजैस् मुक्तम्,-
प्रकृतिजैरुँ मुक्तम्,[[ससजुषो रुः (8.2.66)]]
प्रकृतिजैर् मुक्तम्,[[तस्य लोपः (1.3.9)]]
मुक्तम् यत्,-
मुक्तं यत्,[[मोऽनुस्वारः (8.3.23)]]
यत् एभिस्,-
यद् एभिस्,[[झलां जशोऽन्ते (8.2.39)]]
एभिस् स्यात्,-
एभिरुँ स्यात्,[[ससजुषो रुः (8.2.66)]]
एभिर् स्यात्,[[तस्य लोपः (1.3.9)]]
एभिः स्यात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एभिः स्यात्,[[वा शरि (8.3.36)]]
स्यात् त्रिभिस्,-
स्याद् त्रिभिस्,[[झलां जशोऽन्ते (8.2.39)]]
स्यात् त्रिभिस्,[[खरि च (8.4.55)]]
त्रिभिस् गुणैस्,-
त्रिभिरुँ गुणैस्,[[ससजुषो रुः (8.2.66)]]
त्रिभिर् गुणैस्,[[तस्य लोपः (1.3.9)]]
गुणैस्,-
गुणैरुँ,[[ससजुषो रुः (8.2.66)]]
गुणैर्,[[तस्य लोपः (1.3.9)]]
गुणैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
