स्थिति,सूत्र
उदासीनवत् आसीनस्,-
उदासीनवद् आसीनस्,[[झलां जशोऽन्ते (8.2.39)]]
आसीनस् गुणैस्,-
आसीनरुँ गुणैस्,[[ससजुषो रुः (8.2.66)]]
आसीनर् गुणैस्,[[तस्य लोपः (1.3.9)]]
आसीन उ गुणैस्,[[हशि च (6.1.114)]]
आसीनो गुणैस्,[[आद्गुणः (6.1.87)]]
गुणैस् यस्,-
गुणैरुँ यस्,[[ससजुषो रुः (8.2.66)]]
गुणैर् यस्,[[तस्य लोपः (1.3.9)]]
यस् न,-
यरुँ न,[[ससजुषो रुः (8.2.66)]]
यर् न,[[तस्य लोपः (1.3.9)]]
य उ न,[[हशि च (6.1.114)]]
यो न,[[आद्गुणः (6.1.87)]]
न विचाल्यते,-
विचाल्यते,-
गुणास् वर्तन्ते,-
गुणारुँ वर्तन्ते,[[ससजुषो रुः (8.2.66)]]
गुणार् वर्तन्ते,[[तस्य लोपः (1.3.9)]]
गुणाय् वर्तन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
गुणा वर्तन्ते,[[हलि सर्वेषाम् (8.3.22)]]
वर्तन्ते इति,-
वर्तन्तय् इति,[[एचोऽयवायावः (6.1.78)]]
वर्तन्त इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति एवम्,-
इत्येवम्,[[इको यणचि (6.1.77)]]
इत्येवम् यस्,-
इत्येवं यस्,[[मोऽनुस्वारः (8.3.23)]]
यस् अवतिष्ठति,-
यरुँ अवतिष्ठति,[[ससजुषो रुः (8.2.66)]]
यर् अवतिष्ठति,[[तस्य लोपः (1.3.9)]]
य उ अवतिष्ठति,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
यो अवतिष्ठति,[[आद्गुणः (6.1.87)]]
योऽवतिष्ठति,[[एङः पदान्तादति (6.1.109)]]
योऽवतिष्ठति न,-
न इङ्गते,-
नेङ्गते,[[आद्गुणः (6.1.87)]]
नेङ्गते,-
