स्थिति,सूत्र
मयि एव,-
मय्येव,[[इको यणचि (6.1.77)]]
मय्येव मनस्,-
मनस् आधत्स्व,-
मनरुँ आधत्स्व,[[ससजुषो रुः (8.2.66)]]
मनर् आधत्स्व,[[तस्य लोपः (1.3.9)]]
मनय् आधत्स्व,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
मन आधत्स्व,[[लोपः शाकल्यस्य (8.3.19)]]
आधत्स्व मयि,-
मयि बुद्धिम्,-
बुद्धिम् निवेशय,-
बुद्धिं निवेशय,[[मोऽनुस्वारः (8.3.23)]]
निवेशय,-
निवसिष्यसि मयि,-
मयि एव,-
मय्येव,[[इको यणचि (6.1.77)]]
मय्येव अतस्,-
मय्येवातस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
मय्येवातस् ऊर्ध्वम्,-
मय्येवातरुँ ऊर्ध्वम्,[[ससजुषो रुः (8.2.66)]]
मय्येवातर् ऊर्ध्वम्,[[तस्य लोपः (1.3.9)]]
मय्येवातय् ऊर्ध्वम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
मय्येवात ऊर्ध्वम्,[[लोपः शाकल्यस्य (8.3.19)]]
ऊर्ध्वम् न,-
ऊर्ध्वं न,[[मोऽनुस्वारः (8.3.23)]]
न संशयस्,-
संशयस्,-
संशयरुँ,[[ससजुषो रुः (8.2.66)]]
संशयर्,[[तस्य लोपः (1.3.9)]]
संशयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
