स्थिति,सूत्र
त्रिविधम् नरकस्य,-
त्रिविधं नरकस्य,[[मोऽनुस्वारः (8.3.23)]]
नरकस्य इदम्,-
नरकस्येदम्,[[आद्गुणः (6.1.87)]]
नरकस्येदम् द्वारम्,-
नरकस्येदं द्वारम्,[[मोऽनुस्वारः (8.3.23)]]
द्वारम् नाशनम्,-
द्वारं नाशनम्,[[मोऽनुस्वारः (8.3.23)]]
नाशनम् आत्मनस्,-
आत्मनस्,-
आत्मनरुँ,[[ससजुषो रुः (8.2.66)]]
आत्मनर्,[[तस्य लोपः (1.3.9)]]
आत्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कामस् क्रोधस्,-
कामरुँ क्रोधस्,[[ससजुषो रुः (8.2.66)]]
कामर् क्रोधस्,[[तस्य लोपः (1.3.9)]]
कामः क्रोधस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कामः क्रोधस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
क्रोधस् तथा,-
क्रोधरुँ तथा,[[ससजुषो रुः (8.2.66)]]
क्रोधर् तथा,[[तस्य लोपः (1.3.9)]]
क्रोधः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
क्रोधस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा लोभस्,-
लोभस् तस्मात्,-
लोभरुँ तस्मात्,[[ससजुषो रुः (8.2.66)]]
लोभर् तस्मात्,[[तस्य लोपः (1.3.9)]]
लोभः तस्मात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
लोभस् तस्मात्,[[विसर्जनीयस्य सः (8.3.34)]]
तस्मात् एतत्,-
तस्माद् एतत्,[[झलां जशोऽन्ते (8.2.39)]]
एतत् त्रयम्,-
एतद् त्रयम्,[[झलां जशोऽन्ते (8.2.39)]]
एतत् त्रयम्,[[खरि च (8.4.55)]]
त्रयम् त्यजेत्,-
त्रयं त्यजेत्,[[मोऽनुस्वारः (8.3.23)]]
त्यजेत्,-
त्यजेद्,[[झलां जशोऽन्ते (8.2.39)]]
त्यजेत्,[[वाऽवसाने (8.4.56)]]
