स्थिति,सूत्र
यथा आकाशस्थितस्,-
यथाकाशस्थितस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
यथाकाशस्थितस् नित्यम्,-
यथाकाशस्थितरुँ नित्यम्,[[ससजुषो रुः (8.2.66)]]
यथाकाशस्थितर् नित्यम्,[[तस्य लोपः (1.3.9)]]
यथाकाशस्थित उ नित्यम्,[[हशि च (6.1.114)]]
यथाकाशस्थितो नित्यम्,[[आद्गुणः (6.1.87)]]
नित्यम् वायुस्,-
नित्यं वायुस्,[[मोऽनुस्वारः (8.3.23)]]
वायुस् सर्वत्रगस्,-
वायुरुँ सर्वत्रगस्,[[ससजुषो रुः (8.2.66)]]
वायुर् सर्वत्रगस्,[[तस्य लोपः (1.3.9)]]
वायुः सर्वत्रगस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वायुः सर्वत्रगस्,[[वा शरि (8.3.36)]]
सर्वत्रगस् महान्,-
सर्वत्रगरुँ महान्,[[ससजुषो रुः (8.2.66)]]
सर्वत्रगर् महान्,[[तस्य लोपः (1.3.9)]]
सर्वत्रग उ महान्,[[हशि च (6.1.114)]]
सर्वत्रगो महान्,[[आद्गुणः (6.1.87)]]
महान्,-
तथा सर्वाणि,-
सर्वाणि भूतानि,-
भूतानि मत्स्थानि,-
मत्स्थानि इति,-
मत्स्थानीति,[[अकः सवर्णे दीर्घः (6.1.101)]]
मत्स्थानीति उपधारय,-
मत्स्थानीत्युपधारय,[[इको यणचि (6.1.77)]]
मत्स्थानीत्युपधारय,-
