स्थिति,सूत्र
अशास्त्रविहितम् घोरम्,-
अशास्त्रविहितं घोरम्,[[मोऽनुस्वारः (8.3.23)]]
घोरम् तप्यन्ते,-
घोरं तप्यन्ते,[[मोऽनुस्वारः (8.3.23)]]
तप्यन्ते ये,-
ये तपस्,-
तपस् जनास्,-
तपरुँ जनास्,[[ससजुषो रुः (8.2.66)]]
तपर् जनास्,[[तस्य लोपः (1.3.9)]]
तप उ जनास्,[[हशि च (6.1.114)]]
तपो जनास्,[[आद्गुणः (6.1.87)]]
जनास्,-
जनारुँ,[[ससजुषो रुः (8.2.66)]]
जनार्,[[तस्य लोपः (1.3.9)]]
जनाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दम्भाहङ्कारसंयुक्तास् कामरागबलान्वितास्,-
दम्भाहङ्कारसंयुक्तारुँ कामरागबलान्वितास्,[[ससजुषो रुः (8.2.66)]]
दम्भाहङ्कारसंयुक्तार् कामरागबलान्वितास्,[[तस्य लोपः (1.3.9)]]
दम्भाहङ्कारसंयुक्ताः कामरागबलान्वितास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दम्भाहङ्कारसंयुक्ताः कामरागबलान्वितास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कामरागबलान्वितास्,-
कामरागबलान्वितारुँ,[[ससजुषो रुः (8.2.66)]]
कामरागबलान्वितार्,[[तस्य लोपः (1.3.9)]]
कामरागबलान्विताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
