स्थिति,सूत्र
अभ्यासे अपि,-
अभ्यासेऽपि,[[एङः पदान्तादति (6.1.109)]]
अभ्यासेऽपि असमर्थस्,-
अभ्यासेऽप्यसमर्थस्,[[इको यणचि (6.1.77)]]
अभ्यासेऽप्यसमर्थस् असि,-
अभ्यासेऽप्यसमर्थरुँ असि,[[ससजुषो रुः (8.2.66)]]
अभ्यासेऽप्यसमर्थर् असि,[[तस्य लोपः (1.3.9)]]
अभ्यासेऽप्यसमर्थ उ असि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अभ्यासेऽप्यसमर्थो असि,[[आद्गुणः (6.1.87)]]
अभ्यासेऽप्यसमर्थोऽसि,[[एङः पदान्तादति (6.1.109)]]
अभ्यासेऽप्यसमर्थोऽसि मत्कर्मपरमस्,-
मत्कर्मपरमस् भव,-
मत्कर्मपरमरुँ भव,[[ससजुषो रुः (8.2.66)]]
मत्कर्मपरमर् भव,[[तस्य लोपः (1.3.9)]]
मत्कर्मपरम उ भव,[[हशि च (6.1.114)]]
मत्कर्मपरमो भव,[[आद्गुणः (6.1.87)]]
भव,-
मदर्थम् अपि,-
अपि कर्माणि,-
कर्माणि कुर्वन्,-
कुर्वन् सिद्धिम्,-
सिद्धिम् अवाप्स्यसि,-
अवाप्स्यसि,-
