स्थिति,सूत्र
कार्यम् इति,-
इति एव,-
इत्येव,[[इको यणचि (6.1.77)]]
इत्येव यत्,-
यत् कर्म,-
यद् कर्म,[[झलां जशोऽन्ते (8.2.39)]]
यत् कर्म,[[खरि च (8.4.55)]]
कर्म नियतम्,-
नियतम् क्रियते,-
नियतं क्रियते,[[मोऽनुस्वारः (8.3.23)]]
क्रियते अर्जुन,-
क्रियतेऽर्जुन,[[एङः पदान्तादति (6.1.109)]]
क्रियतेऽर्जुन,-
सङ्गम् त्यक्त्वा,-
सङ्गं त्यक्त्वा,[[मोऽनुस्वारः (8.3.23)]]
त्यक्त्वा फलम्,-
फलम् च,-
फलं च,[[मोऽनुस्वारः (8.3.23)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव सस्,-
सस् त्यागस्,-
स त्यागस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
त्यागस् सात्त्विकस्,-
त्यागरुँ सात्त्विकस्,[[ससजुषो रुः (8.2.66)]]
त्यागर् सात्त्विकस्,[[तस्य लोपः (1.3.9)]]
त्यागः सात्त्विकस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्यागः सात्त्विकस्,[[वा शरि (8.3.36)]]
सात्त्विकस् मतस्,-
सात्त्विकरुँ मतस्,[[ससजुषो रुः (8.2.66)]]
सात्त्विकर् मतस्,[[तस्य लोपः (1.3.9)]]
सात्त्विक उ मतस्,[[हशि च (6.1.114)]]
सात्त्विको मतस्,[[आद्गुणः (6.1.87)]]
मतस्,-
मतरुँ,[[ससजुषो रुः (8.2.66)]]
मतर्,[[तस्य लोपः (1.3.9)]]
मतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
