स्थिति,सूत्र
भूमिस् आपस्,-
भूमिरुँ आपस्,[[ससजुषो रुः (8.2.66)]]
भूमिर् आपस्,[[तस्य लोपः (1.3.9)]]
आपस् अनलस्,-
आपरुँ अनलस्,[[ससजुषो रुः (8.2.66)]]
आपर् अनलस्,[[तस्य लोपः (1.3.9)]]
आप उ अनलस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
आपो अनलस्,[[आद्गुणः (6.1.87)]]
आपोऽनलस्,[[एङः पदान्तादति (6.1.109)]]
आपोऽनलस् वायुस्,-
आपोऽनलरुँ वायुस्,[[ससजुषो रुः (8.2.66)]]
आपोऽनलर् वायुस्,[[तस्य लोपः (1.3.9)]]
आपोऽनल उ वायुस्,[[हशि च (6.1.114)]]
आपोऽनलो वायुस्,[[आद्गुणः (6.1.87)]]
वायुस् खम्,-
वायुरुँ खम्,[[ससजुषो रुः (8.2.66)]]
वायुर् खम्,[[तस्य लोपः (1.3.9)]]
वायुः खम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वायुः खम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
खम् मनस्,-
खं मनस्,[[मोऽनुस्वारः (8.3.23)]]
मनस् बुद्धिस्,-
मनरुँ बुद्धिस्,[[ससजुषो रुः (8.2.66)]]
मनर् बुद्धिस्,[[तस्य लोपः (1.3.9)]]
मन उ बुद्धिस्,[[हशि च (6.1.114)]]
मनो बुद्धिस्,[[आद्गुणः (6.1.87)]]
बुद्धिस् एव,-
बुद्धिरुँ एव,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् एव,[[तस्य लोपः (1.3.9)]]
एव च,-
च,-
अहङ्कारस् इति,-
अहङ्काररुँ इति,[[ससजुषो रुः (8.2.66)]]
अहङ्कारर् इति,[[तस्य लोपः (1.3.9)]]
अहङ्कारय् इति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
अहङ्कार इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति इयम्,-
इतीयम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
इतीयम् मे,-
इतीयं मे,[[मोऽनुस्वारः (8.3.23)]]
मे भिन्ना,-
भिन्ना प्रकृतिस्,-
प्रकृतिस् अष्टधा,-
प्रकृतिरुँ अष्टधा,[[ससजुषो रुः (8.2.66)]]
प्रकृतिर् अष्टधा,[[तस्य लोपः (1.3.9)]]
अष्टधा,-
