स्थिति,सूत्र
वेदेषु यज्ञेषु,-
यज्ञेषु तपःसु,-
तपःसु च,-
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव दानेषु,-
दानेषु यत्,-
यत् पुण्यफलम्,-
यद् पुण्यफलम्,[[झलां जशोऽन्ते (8.2.39)]]
यत् पुण्यफलम्,[[खरि च (8.4.55)]]
पुण्यफलम् प्रदिष्टम्,-
पुण्यफलं प्रदिष्टम्,[[मोऽनुस्वारः (8.3.23)]]
प्रदिष्टम्,-
अत्येति तत्,-
तत् सर्वम्,-
तद् सर्वम्,[[झलां जशोऽन्ते (8.2.39)]]
तत् सर्वम्,[[खरि च (8.4.55)]]
सर्वम् इदम्,-
इदम् विदित्वा,-
इदं विदित्वा,[[मोऽनुस्वारः (8.3.23)]]
विदित्वा योगी,-
योगी परम्,-
परम् स्थानम्,-
परं स्थानम्,[[मोऽनुस्वारः (8.3.23)]]
स्थानम् उपैति,-
उपैति च,-
च आद्यम्,-
चाद्यम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाद्यम्,-
