स्थिति,सूत्र
योगिनाम् अपि,-
अपि सर्वेषाम्,-
सर्वेषाम् मत्,-
सर्वेषां मत्,[[मोऽनुस्वारः (8.3.23)]]
मत् गतेन,-
मद् गतेन,[[झलां जशोऽन्ते (8.2.39)]]
गतेन अन्तरात्मना,-
गतेनान्तरात्मना,[[अकः सवर्णे दीर्घः (6.1.101)]]
गतेनान्तरात्मना,-
श्रद्धावान् भजते,-
भजते यस्,-
यस् माम्,-
यरुँ माम्,[[ससजुषो रुः (8.2.66)]]
यर् माम्,[[तस्य लोपः (1.3.9)]]
य उ माम्,[[हशि च (6.1.114)]]
यो माम्,[[आद्गुणः (6.1.87)]]
माम् सस्,-
मां सस्,[[मोऽनुस्वारः (8.3.23)]]
सस् मे,-
स मे,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
मे युक्ततमस्,-
युक्ततमस् मतस्,-
युक्ततमरुँ मतस्,[[ससजुषो रुः (8.2.66)]]
युक्ततमर् मतस्,[[तस्य लोपः (1.3.9)]]
युक्ततम उ मतस्,[[हशि च (6.1.114)]]
युक्ततमो मतस्,[[आद्गुणः (6.1.87)]]
मतस्,-
मतरुँ,[[ससजुषो रुः (8.2.66)]]
मतर्,[[तस्य लोपः (1.3.9)]]
मतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
