स्थिति,सूत्र
यस्य सर्वे,-
सर्वे समारम्भास्,-
समारम्भास् कामसङ्कल्पवर्जितास्,-
समारम्भारुँ कामसङ्कल्पवर्जितास्,[[ससजुषो रुः (8.2.66)]]
समारम्भार् कामसङ्कल्पवर्जितास्,[[तस्य लोपः (1.3.9)]]
समारम्भाः कामसङ्कल्पवर्जितास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
समारम्भाः कामसङ्कल्पवर्जितास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कामसङ्कल्पवर्जितास्,-
कामसङ्कल्पवर्जितारुँ,[[ससजुषो रुः (8.2.66)]]
कामसङ्कल्पवर्जितार्,[[तस्य लोपः (1.3.9)]]
कामसङ्कल्पवर्जिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ज्ञानाग्निदग्धकर्माणम् तम्,-
ज्ञानाग्निदग्धकर्माणं तम्,[[मोऽनुस्वारः (8.3.23)]]
तम् आहुस्,-
आहुस् पण्डितम्,-
आहुरुँ पण्डितम्,[[ससजुषो रुः (8.2.66)]]
आहुर् पण्डितम्,[[तस्य लोपः (1.3.9)]]
आहुः पण्डितम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आहुः पण्डितम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पण्डितम् बुधास्,-
पण्डितं बुधास्,[[मोऽनुस्वारः (8.3.23)]]
बुधास्,-
बुधारुँ,[[ससजुषो रुः (8.2.66)]]
बुधार्,[[तस्य लोपः (1.3.9)]]
बुधाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
