स्थिति,सूत्र
सर्वकर्माणि अपि,-
सर्वकर्माण्यपि,[[इको यणचि (6.1.77)]]
सर्वकर्माण्यपि सदा,-
सदा कुर्वाणस्,-
कुर्वाणस् मद्व्यपाश्रयस्,-
कुर्वाणरुँ मद्व्यपाश्रयस्,[[ससजुषो रुः (8.2.66)]]
कुर्वाणर् मद्व्यपाश्रयस्,[[तस्य लोपः (1.3.9)]]
कुर्वाण उ मद्व्यपाश्रयस्,[[हशि च (6.1.114)]]
कुर्वाणो मद्व्यपाश्रयस्,[[आद्गुणः (6.1.87)]]
मद्व्यपाश्रयस्,-
मद्व्यपाश्रयरुँ,[[ससजुषो रुः (8.2.66)]]
मद्व्यपाश्रयर्,[[तस्य लोपः (1.3.9)]]
मद्व्यपाश्रयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मत्प्रसादात् अवाप्नोति,-
मत्प्रसादाद् अवाप्नोति,[[झलां जशोऽन्ते (8.2.39)]]
अवाप्नोति शाश्वतम्,-
शाश्वतम् पदम्,-
शाश्वतं पदम्,[[मोऽनुस्वारः (8.3.23)]]
पदम् अव्ययम्,-
अव्ययम्,-
