स्थिति,सूत्र
नष्टस् मोहस्,-
नष्टरुँ मोहस्,[[ससजुषो रुः (8.2.66)]]
नष्टर् मोहस्,[[तस्य लोपः (1.3.9)]]
नष्ट उ मोहस्,[[हशि च (6.1.114)]]
नष्टो मोहस्,[[आद्गुणः (6.1.87)]]
मोहस् स्मृतिस्,-
मोहरुँ स्मृतिस्,[[ससजुषो रुः (8.2.66)]]
मोहर् स्मृतिस्,[[तस्य लोपः (1.3.9)]]
मोहः स्मृतिस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मोहः स्मृतिस्,[[वा शरि (8.3.36)]]
स्मृतिस् लब्धा,-
स्मृतिरुँ लब्धा,[[ससजुषो रुः (8.2.66)]]
स्मृतिर् लब्धा,[[तस्य लोपः (1.3.9)]]
लब्धा त्वत्,-
त्वत् प्रसादात्,-
त्वद् प्रसादात्,[[झलां जशोऽन्ते (8.2.39)]]
त्वत् प्रसादात्,[[खरि च (8.4.55)]]
प्रसादात् मया,-
प्रसादाद् मया,[[झलां जशोऽन्ते (8.2.39)]]
प्रसादान् मया,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मया अच्युत,-
मयाच्युत,[[अकः सवर्णे दीर्घः (6.1.101)]]
मयाच्युत,-
स्थितस् अस्मि,-
स्थितरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
स्थितर् अस्मि,[[तस्य लोपः (1.3.9)]]
स्थित उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
स्थितो अस्मि,[[आद्गुणः (6.1.87)]]
स्थितोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
स्थितोऽस्मि गतसन्देहस्,-
गतसन्देहस् करिष्ये,-
गतसन्देहरुँ करिष्ये,[[ससजुषो रुः (8.2.66)]]
गतसन्देहर् करिष्ये,[[तस्य लोपः (1.3.9)]]
गतसन्देहः करिष्ये,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गतसन्देहः करिष्ये,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
करिष्ये वचनम्,-
वचनम् तव,-
वचनं तव,[[मोऽनुस्वारः (8.3.23)]]
तव,-
