स्थिति,सूत्र
हन्त ते,-
ते कथयिष्यामि,-
कथयिष्यामि दिव्यास्,-
दिव्यास् हि,-
दिव्यारुँ हि,[[ससजुषो रुः (8.2.66)]]
दिव्यार् हि,[[तस्य लोपः (1.3.9)]]
दिव्याय् हि,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
दिव्या हि,[[हलि सर्वेषाम् (8.3.22)]]
हि आत्मविभूतयस्,-
ह्यात्मविभूतयस्,[[इको यणचि (6.1.77)]]
ह्यात्मविभूतयस्,-
ह्यात्मविभूतयरुँ,[[ससजुषो रुः (8.2.66)]]
ह्यात्मविभूतयर्,[[तस्य लोपः (1.3.9)]]
ह्यात्मविभूतयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्राधान्यतस् कुरुश्रेष्ठ,-
प्राधान्यतरुँ कुरुश्रेष्ठ,[[ससजुषो रुः (8.2.66)]]
प्राधान्यतर् कुरुश्रेष्ठ,[[तस्य लोपः (1.3.9)]]
प्राधान्यतः कुरुश्रेष्ठ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्राधान्यतः कुरुश्रेष्ठ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कुरुश्रेष्ठ न,-
न अस्ति,-
नास्ति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नास्ति अन्तस्,-
नास्त्यन्तस्,[[इको यणचि (6.1.77)]]
नास्त्यन्तस् विस्तरस्य,-
नास्त्यन्तरुँ विस्तरस्य,[[ससजुषो रुः (8.2.66)]]
नास्त्यन्तर् विस्तरस्य,[[तस्य लोपः (1.3.9)]]
नास्त्यन्त उ विस्तरस्य,[[हशि च (6.1.114)]]
नास्त्यन्तो विस्तरस्य,[[आद्गुणः (6.1.87)]]
विस्तरस्य मे,-
मे,-
