स्थिति,सूत्र
शरीरम् यत्,-
शरीरं यत्,[[मोऽनुस्वारः (8.3.23)]]
यत् अवाप्नोति,-
यद् अवाप्नोति,[[झलां जशोऽन्ते (8.2.39)]]
अवाप्नोति यत्,-
यत् च,-
यद् च,[[झलां जशोऽन्ते (8.2.39)]]
यज् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् च,[[खरि च (8.4.55)]]
च अपि,-
चापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापि उत्क्रामति,-
चाप्युत्क्रामति,[[इको यणचि (6.1.77)]]
चाप्युत्क्रामति ईश्वरस्,-
चाप्युत्क्रामतीश्वरस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाप्युत्क्रामतीश्वरस्,-
चाप्युत्क्रामतीश्वररुँ,[[ससजुषो रुः (8.2.66)]]
चाप्युत्क्रामतीश्वरर्,[[तस्य लोपः (1.3.9)]]
चाप्युत्क्रामतीश्वरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गृहीत्वा एतानि,-
गृहीत्वैतानि,[[वृद्धिरेचि (6.1.88)]]
गृहीत्वैतानि संयाति,-
संयाति वायुस्,-
वायुस् गन्धान्,-
वायुरुँ गन्धान्,[[ससजुषो रुः (8.2.66)]]
वायुर् गन्धान्,[[तस्य लोपः (1.3.9)]]
गन्धान् इव,-
इव आशयात्,-
इवाशयात्,[[अकः सवर्णे दीर्घः (6.1.101)]]
इवाशयात्,-
इवाशयाद्,[[झलां जशोऽन्ते (8.2.39)]]
इवाशयात्,[[वाऽवसाने (8.4.56)]]
