स्थिति,सूत्र
तस्मात् असक्तस्,-
तस्माद् असक्तस्,[[झलां जशोऽन्ते (8.2.39)]]
असक्तस् सततम्,-
असक्तरुँ सततम्,[[ससजुषो रुः (8.2.66)]]
असक्तर् सततम्,[[तस्य लोपः (1.3.9)]]
असक्तः सततम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
असक्तः सततम्,[[वा शरि (8.3.36)]]
सततम् कार्यम्,-
सततं कार्यम्,[[मोऽनुस्वारः (8.3.23)]]
कार्यम् कर्म,-
कार्यं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म समाचर,-
समाचर,-
असक्तस् हि,-
असक्तरुँ हि,[[ससजुषो रुः (8.2.66)]]
असक्तर् हि,[[तस्य लोपः (1.3.9)]]
असक्त उ हि,[[हशि च (6.1.114)]]
असक्तो हि,[[आद्गुणः (6.1.87)]]
हि आचरन्,-
ह्याचरन्,[[इको यणचि (6.1.77)]]
ह्याचरन् कर्म,-
कर्म परम्,-
परम् आप्नोति,-
आप्नोति पूरुषस्,-
पूरुषस्,-
पूरुषरुँ,[[ससजुषो रुः (8.2.66)]]
पूरुषर्,[[तस्य लोपः (1.3.9)]]
पूरुषः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
