स्थिति,सूत्र
सस् घोषस्,-
स घोषस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
घोषस् धार्तराष्ट्राणाम्,-
घोषरुँ धार्तराष्ट्राणाम्,[[ससजुषो रुः (8.2.66)]]
घोषर् धार्तराष्ट्राणाम्,[[तस्य लोपः (1.3.9)]]
घोष उ धार्तराष्ट्राणाम्,[[हशि च (6.1.114)]]
घोषो धार्तराष्ट्राणाम्,[[आद्गुणः (6.1.87)]]
धार्तराष्ट्राणाम् हृदयानि,-
धार्तराष्ट्राणां हृदयानि,[[मोऽनुस्वारः (8.3.23)]]
हृदयानि व्यदारयत्,-
व्यदारयत्,-
व्यदारयद्,[[झलां_जशोऽन्ते (8.2.39)]]
व्यदारयत्,[[वाऽवसाने (8.4.56)]]
नभस् च,-
नभरुँ च,[[ससजुषो रुः (8.2.66)]]
नभर् च,[[तस्य लोपः (1.3.9)]]
नभः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नभस् च,[[विसर्जनीयस्य सः (8.3.34)]]
नभश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च पृथिवीम्,-
पृथिवीम् च,-
पृथिवीं च,[[मोऽनुस्वारः (8.3.23)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव तुमुलस्,-
तुमुलस् अभ्यनुनादयन्,-
तुमुलरुँ अभ्यनुनादयन्,[[ससजुषो रुः (8.2.66)]]
तुमुलर् अभ्यनुनादयन्,[[तस्य लोपः (1.3.9)]]
तुमुल उ अभ्यनुनादयन्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
तुमुलो अभ्यनुनादयन्,[[आद्गुणः (6.1.87)]]
तुमुलोऽभ्यनुनादयन्,[[एङः पदान्तादति (6.1.109)]]
तुमुलोऽभ्यनुनादयन्,-
